1,100.0,1.5000,-0.02,-0.29
2,109.6,1.5000,-0.01,-0.34
3,120.2,1.5000,-0.01,-0.25
4,131.8,1.5000,-0.01,-0.29
5,144.5,1.5000,-0.01,-0.29
6,158.5,1.5000,0.00,-0.29
7,173.8,1.5000,-0.01,-0.29
8,190.5,1.5000,0.01,-0.34
9,208.9,1.5000,-0.00,-0.34
10,229.1,1.5000,-0.00,-0.40
11,251.2,1.5000,0.00,-0.46
12,275.4,1.5000,0.01,-0.45
13,302.0,1.5000,0.00,-0.52
14,331.1,1.5000,-0.00,-0.57
15,363.1,1.5000,0.00,-0.63
16,398.1,1.5000,0.00,-0.68
17,436.5,1.5000,0.02,-0.75
18,478.6,1.5000,0.01,-0.80
19,524.8,1.5000,0.00,-0.91
20,575.4,1.5000,0.01,-1.03
21,631.0,1.5000,0.01,-1.09
22,691.8,1.5000,0.01,-1.14
23,758.6,1.5000,0.00,-1.30
24,831.8,1.5000,0.02,-1.43
25,912.0,1.5000,0.01,-1.60
26,1000.0,1.5000,0.01,-1.70
27,1096.5,1.5000,0.01,-1.84
28,1202.3,1.5000,0.01,-2.05
29,1318.3,1.5000,0.02,-2.25
30,1445.4,1.5000,0.02,-2.50
31,1584.9,1.5000,0.01,-2.73
32,1737.8,1.5000,0.01,-2.98
33,1905.5,1.5000,0.01,-3.33
34,2089.3,1.5000,0.02,-3.61
35,2290.9,1.5000,0.01,-3.96
36,2511.9,1.5000,0.01,-4.30
37,2754.2,1.5000,0.01,-4.76
38,3020.0,1.5000,0.01,-5.22
39,3311.3,1.5000,0.01,-5.69
40,3630.8,1.5000,0.01,-6.21
41,3981.1,1.5000,0.01,-6.86
42,4365.2,1.5000,0.00,-7.49
43,4786.3,1.5000,0.00,-8.24
44,5248.1,1.5000,-0.01,-9.04
45,5754.4,1.5000,-0.01,-9.96
46,6309.6,1.5000,-0.01,-10.85
47,6918.3,1.5000,-0.02,-11.90
48,7585.8,1.5000,-0.03,-13.10
49,8317.6,1.5000,-0.03,-14.37
50,9120.1,1.5000,-0.04,-15.77
51,10000.0,1.5000,-0.06,-17.34
52,10964.8,1.5000,-0.07,-19.05
53,12022.6,1.5000,-0.08,-20.90
54,13182.6,1.5000,-0.10,-22.97
55,14454.4,1.5000,-0.14,-25.25
56,15848.9,1.5000,-0.17,-27.77
57,17378.0,1.5000,-0.23,-30.54
58,19054.6,1.5000,-0.28,-33.61
59,20893.0,1.5000,-0.36,-36.98
60,22908.7,1.5000,-0.47,-40.71
61,25118.9,1.5000,-0.60,-44.77
62,27542.3,1.5000,-0.77,-49.38
63,30199.5,1.5000,-0.99,-54.31
64,33113.1,1.5000,-1.24,-59.66
65,36307.8,1.5000,-1.61,-65.39
66,39810.7,1.5000,-2.05,-71.58
67,43651.6,1.5000,-2.59,-78.00
68,47863.0,1.5000,-3.26,-84.70
69,52480.7,1.5000,-4.01,-91.42
70,57544.0,1.5000,-4.87,-98.02
71,63095.7,1.5000,-5.87,-104.56
72,69183.1,1.5000,-7.00,-110.80
73,75857.8,1.5000,-8.20,-116.77
74,83176.4,1.5000,-9.43,-122.49
75,91201.1,1.5000,-10.79,-127.69
76,100000.0,1.5000,-12.22,-132.50
77,109647.8,1.5000,-13.72,-136.98
78,120226.4,1.5000,-15.20,-141.05
79,131825.7,1.5000,-16.72,-144.96
80,144544.0,1.5000,-18.22,-148.44
81,158489.3,1.5000,-19.78,-151.93
82,173780.1,1.5000,-21.33,-155.38
83,190546.1,1.5000,-22.91,-158.81
84,208929.6,1.5000,-24.48,-162.41
85,229086.8,1.5000,-26.08,-166.30
86,251188.6,1.5000,-27.65,189.32
87,275422.9,1.5000,-29.16,184.46
88,301995.2,1.5000,-30.65,178.64
89,331131.1,1.5000,-32.06,171.69
90,363078.1,1.5000,-33.33,163.45
91,398107.2,1.5000,-34.30,153.97
92,436515.8,1.5000,-34.95,143.79
93,478630.1,1.5000,-35.18,133.34
94,524807.5,1.5000,-35.06,123.66
95,575439.9,1.5000,-34.65,115.22
96,630957.3,1.5000,-34.03,108.17
97,691831.0,1.5000,-33.30,102.39
98,758577.6,1.5000,-32.49,97.72
99,831763.8,1.5000,-31.62,93.50
100,912010.8,1.5000,-30.68,90.32
101,1000000.0,1.5000,-29.79,87.42
