1,100.0,1.5000,-0.01,-0.34
2,109.6,1.5000,-0.00,-0.34
3,120.2,1.5000,-0.01,-0.35
4,131.8,1.5000,0.00,-0.34
5,144.5,1.5000,-0.01,-0.34
6,158.5,1.5000,0.00,-0.36
7,173.8,1.5000,-0.01,-0.40
8,190.5,1.5000,0.01,-0.40
9,208.9,1.5000,0.00,-0.44
10,229.1,1.5000,0.01,-0.50
11,251.2,1.5000,0.00,-0.52
12,275.4,1.5000,0.01,-0.56
13,302.0,1.5000,0.00,-0.63
14,331.1,1.5000,0.00,-0.67
15,363.1,1.5000,0.00,-0.75
16,398.1,1.5000,0.00,-0.80
17,436.5,1.5000,0.02,-0.92
18,478.6,1.5000,0.01,-0.97
19,524.8,1.5000,0.01,-1.09
20,575.4,1.5000,0.00,-1.15
21,631.0,1.5000,0.01,-1.30
22,691.8,1.5000,0.00,-1.42
23,758.6,1.5000,0.00,-1.55
24,831.8,1.5000,0.02,-1.72
25,912.0,1.5000,0.02,-1.89
26,1000.0,1.5000,0.02,-2.02
27,1096.5,1.5000,0.01,-2.28
28,1202.3,1.5000,0.01,-2.50
29,1318.3,1.5000,0.01,-2.69
30,1445.4,1.5000,0.01,-2.96
31,1584.9,1.5000,0.01,-3.27
32,1737.8,1.5000,0.01,-3.56
33,1905.5,1.5000,0.01,-3.89
34,2089.3,1.5000,0.01,-4.30
35,2290.9,1.5000,0.01,-4.65
36,2511.9,1.5000,0.00,-5.10
37,2754.2,1.5000,0.00,-5.61
38,3020.0,1.5000,0.01,-6.13
39,3311.3,1.5000,-0.01,-6.76
40,3630.8,1.5000,0.00,-7.38
41,3981.1,1.5000,-0.01,-8.07
42,4365.2,1.5000,-0.01,-8.88
43,4786.3,1.5000,-0.01,-9.72
44,5248.1,1.5000,-0.02,-10.66
45,5754.4,1.5000,-0.03,-11.73
46,6309.6,1.5000,-0.03,-12.88
47,6918.3,1.5000,-0.04,-14.03
48,7585.8,1.5000,-0.06,-15.39
49,8317.6,1.5000,-0.07,-16.88
50,9120.1,1.5000,-0.09,-18.56
51,10000.0,1.5000,-0.10,-20.28
52,10964.8,1.5000,-0.12,-22.28
53,12022.6,1.5000,-0.14,-24.44
54,13182.6,1.5000,-0.19,-26.79
55,14454.4,1.5000,-0.23,-29.37
56,15848.9,1.5000,-0.27,-32.17
57,17378.0,1.5000,-0.32,-35.27
58,19054.6,1.5000,-0.39,-38.70
59,20893.0,1.5000,-0.47,-42.43
60,22908.7,1.5000,-0.57,-46.56
61,25118.9,1.5000,-0.68,-51.05
62,27542.3,1.5000,-0.85,-55.93
63,30199.5,1.5000,-1.02,-61.38
64,33113.1,1.5000,-1.23,-67.22
65,36307.8,1.5000,-1.52,-73.66
66,39810.7,1.5000,-1.85,-80.69
67,43651.6,1.5000,-2.27,-88.28
68,47863.0,1.5000,-2.78,-96.41
69,52480.7,1.5000,-3.39,-105.11
70,57544.0,1.5000,-4.17,-114.28
71,63095.7,1.5000,-5.00,-123.77
72,69183.1,1.5000,-6.07,-133.55
73,75857.8,1.5000,-7.29,-143.41
74,83176.4,1.5000,-8.67,-153.26
75,91201.1,1.5000,-10.19,-163.16
76,100000.0,1.5000,-11.87,187.51
77,109647.8,1.5000,-13.74,178.41
78,120226.4,1.5000,-15.66,169.75
79,131825.7,1.5000,-17.68,161.58
80,144544.0,1.5000,-19.77,153.55
81,158489.3,1.5000,-21.93,145.86
82,173780.1,1.5000,-24.16,138.38
83,190546.1,1.5000,-26.46,130.73
84,208929.6,1.5000,-28.74,123.09
85,229086.8,1.5000,-31.02,115.22
86,251188.6,1.5000,-33.38,106.68
87,275422.9,1.5000,-35.68,97.30
88,301995.2,1.5000,-37.81,86.61
89,331131.1,1.5000,-39.82,75.15
90,363078.1,1.5000,-41.50,62.62
91,398107.2,1.5000,-42.80,49.26
92,436515.8,1.5000,-43.77,36.65
93,478630.1,1.5000,-44.42,25.03
94,524807.5,1.5000,-44.75,14.86
95,575439.9,1.5000,-45.00,5.82
96,630957.3,1.5000,-45.09,-1.77
97,691831.0,1.5000,-45.19,-8.78
98,758577.6,1.5000,-45.26,-14.98
99,831763.8,1.5000,-45.37,-21.24
100,912010.8,1.5000,-45.44,-25.53
101,1000000.0,1.5000,-45.42,-31.12
