t,i,q
-1.5,-0.9650833,1.9111259
-1.4996,-0.9680839,1.9159129
-1.4992,-0.9686335,1.9164035
-1.4988,-0.9687089,1.9167653
-1.4984,-0.9686165,1.9168576
-1.498,-0.9687767,1.9163771
-1.4976,-0.9686674,1.9162527
-1.4972,-0.9688521,1.916445
-1.4968,-0.9691555,1.9166221
-1.4964,-0.9695173,1.916428
-1.496,-0.9691724,1.9167069
-1.4956,-0.9693232,1.9166466
-1.4952,-1.0296845,1.8483912
-1.4948,-1.0430951,1.8365302
-1.4944,-1.0443477,1.838499
-1.494,-1.0444645,1.8389682
-1.4936,-1.0447359,1.8388325
-1.4932,-1.0446737,1.8389682
-1.4928,-1.0443119,1.8388156
-1.4924,-1.044229,1.8386271
-1.492,-1.044229,1.8390341
-1.4916,-1.043913,1.8390229
-1.4912,-1.0444877,1.8388702
-1.4908,-1.0434438,1.8393067
-1.4904,-1.0660335,1.824051
-1.49,-1.1344457,1.7750392
-1.4896,-1.1370178,1.7784254
-1.4892,-1.1384501,1.779563
-1.4888,-1.138212,1.7794519
-1.4884,-1.1380713,1.77958
-1.488,-1.1379004,1.7796874
-1.4876,-1.1379004,1.7798325
-1.4872,-1.1379482,1.7799588
-1.4868,-1.1383766,1.7799965
-1.4864,-1.1382145,1.7798702
-1.486,-1.1382145,1.7800454
-1.4856,-1.1378973,1.7799494
-1.4852,-1.2116132,1.7510358
-1.4848,-1.2414217,1.7348807
-1.4844,-1.2453715,1.7388947
-1.484,-1.2457051,1.7398256
-1.4836,-1.245935,1.7392678
-1.4832,-1.2459406,1.739607
-1.4828,-1.2457315,1.7392735
-1.4824,-1.2462547,1.7400429
-1.482,-1.2459406,1.7399293
-1.4816,-1.2457861,1.7398765
-1.4812,-1.2458502,1.7394864
-1.4808,-1.2458125,1.7394864
-1.4804,-1.2578507,1.7373233
-1.48,-1.3449807,1.7188839
-1.4796,-1.3613702,1.7185818
-1.4792,-1.3642446,1.720612
-1.4788,-1.3648163,1.7209738
-1.4784,-1.3648163,1.7206686
-1.478,-1.3644582,1.7207552
-1.4776,-1.3648125,1.7211183
-1.4772,-1.3645807,1.721124
-1.4768,-1.36456,1.7208985
-1.4764,-1.3644921,1.7208193
-1.476,-1.3643452,1.7208401
-1.4756,-1.3641266,1.7204782
-1.4752,-1.3942502,1.7209895
-1.4748,-1.4806654,1.7203866
-1.4744,-1.4879142,1.7237722
-1.474,-1.4893483,1.7248444
-1.4736,-1.4893653,1.7250781
-1.4732,-1.4892296,1.7246673
-1.4728,-1.4894237,1.7245411
-1.4724,-1.4891919,1.7248746
-1.472,-1.4894237,1.7251962
-1.4716,-1.4891881,1.7249129
-1.4712,-1.4890487,1.7252923
-1.4708,-1.4889224,1.7248821
-1.4704,-1.488717,1.7248821
-1.47,-1.5635269,1.7398944
-1.4696,-1.6105234,1.7489222
-1.4692,-1.6150298,1.7516422
-1.4688,-1.6157918,1.7521943
-1.4684,-1.6158025,1.7522113
-1.468,-1.6159783,1.7521058
-1.4676,-1.615935,1.7520492
-1.4672,-1.6160726,1.7520492
-1.4668,-1.6160669,1.7525662
-1.4664,-1.6158426,1.7522848
-1.466,-1.6160726,1.752021
-1.4656,-1.6158144,1.7520944
-1.4652,-1.6223995,1.7552495
-1.4648,-1.7328521,1.7981096
-1.4644,-1.7361685,1.799225
-1.464,-1.7394802,1.8017602
-1.4636,-1.7396592,1.8019877
-1.4632,-1.7401354,1.8019914
-1.4628,-1.739707,1.8018294
-1.4624,-1.7399978,1.8018294
-1.462,-1.7394425,1.8018294
-1.4616,-1.7398301,1.8023005
-1.4612,-1.7399708,1.8020668
-1.4608,-1.7396592,1.8020649
-1.4604,-1.7396793,1.8018093
-1.46,-1.7789789,1.825352
-1.4596,-1.8479116,1.8668833
-1.4592,-1.8542584,1.8716698
-1.4588,-1.8563722,1.8729368
-1.4584,-1.8563986,1.8729481
-1.458,-1.8564934,1.8728878
-1.4576,-1.8567497,1.8726956
-1.4572,-1.856614,1.8728049
-1.4568,-1.856467,1.8730706
-1.4564,-1.856222,1.8729236
-1.456,-1.8562673,1.8728784
-1.4556,-1.8562598,1.8730046
-1.4552,-1.8570256,1.8735902
-1.4548,-1.9186267,1.9273731
-1.4544,-1.9546163,1.959024
-1.454,-1.960928,1.9632552
-1.4536,-1.9617855,1.9641667
-1.4532,-1.9617855,1.9643608
-1.4528,-1.9624344,1.9643024
-1.4524,-1.962021,1.9641252
-1.452,-1.9619614,1.9638268
-1.4516,-1.961663,1.9639575
-1.4512,-1.9619287,1.9635756
-1.4508,-1.9615669,1.963867
-1.4504,-1.9617855,1.9636347
-1.45,-1.962021,1.96334
-1.4496,-2.0337378,2.0488863
-1.4492,-2.0501981,2.0660818
-1.4488,-2.0537358,2.0692527
-1.4484,-2.0540776,2.0689016
-1.448,-2.0542792,2.0693168
-1.4476,-2.0542283,2.0693495
-1.4472,-2.0542208,2.0691032
-1.4468,-2.0542792,2.0694173
-1.4464,-2.0542792,2.0694173
-1.446,-2.0538426,2.0696717
-1.4456,-2.0544658,2.0694908
-1.4452,-2.0542792,2.0695511
-1.4448,-2.0693277,2.0941942
-1.4444,-2.1213332,2.1817012
-1.444,-2.1274293,2.1869895
-1.4436,-2.1289067,2.1880147
-1.4432,-2.1296297,2.1875341
-1.4428,-2.1294205,2.1877433
-1.4424,-2.1292761,2.18745
-1.442,-2.1289745,2.1874198
-1.4416,-2.1294205,2.1877433
-1.4412,-2.1287987,2.187308
-1.4408,-2.1286354,2.1872967
-1.4404,-2.1286354,2.1872364
-1.44,-2.1286354,2.1870523
-1.4396,-2.1660418,2.2777335
-1.4392,-2.1741452,2.3073631
-1.4388,-2.1816366,2.3133771
-1.4384,-2.1818703,2.314249
-1.438,-2.1824387,2.3143922
-1.4376,-2.1826555,2.3141987
-1.4372,-2.1826555,2.3146277
-1.4368,-2.1826555,2.3142496
-1.4364,-2.1826555,2.3138953
-1.436,-2.1828345,2.3140781
-1.4356,-2.1827252,2.3140084
-1.4352,-2.182891,2.3138426
-1.4348,-2.1858914,2.3289242
-1.4344,-2.2052901,2.4345365
-1.434,-2.2097595,2.4455541
-1.4336,-2.2148099,2.4490366
-1.4332,-2.2146869,2.4497565
-1.4328,-2.2150719,2.4495096
-1.4324,-2.2146643,2.4491478
-1.432,-2.21481,2.4490781
-1.4316,-2.2145336,2.4492854
-1.4312,-2.214298,2.4494305
-1.4308,-2.214298,2.4495643
-1.4304,-2.2140003,2.4493476
-1.43,-2.2142038,2.4497094
-1.4296,-2.2152496,2.4870081
-1.4292,-2.2103385,2.5710137
-1.4288,-2.2197377,2.5816641
-1.4284,-2.2218093,2.5836503
-1.428,-2.2219582,2.5840655
-1.4276,-2.2223766,2.5839518
-1.4272,-2.2219658,2.5843193
-1.4268,-2.2220989,2.5844927
-1.4264,-2.2223854,2.5841497
-1.426,-2.2223854,2.5837829
-1.4256,-2.2221668,2.5838507
-1.4252,-2.2218904,2.5836529
-1.4248,-2.2218904,2.5834719
-1.4244,-2.2078633,2.6592016
-1.424,-2.1976491,2.7100642
-1.4236,-2.204102,2.7160894
-1.4232,-2.2052478,2.7164437
-1.4228,-2.2055286,2.7166378
-1.4224,-2.2050368,2.716406
-1.422,-2.2056172,2.7163739
-1.4216,-2.2052685,2.716607
-1.4212,-2.2049896,2.7160882
-1.4208,-2.2047974,2.7161283
-1.4204,-2.2047974,2.7164022
-1.42,-2.2051272,2.7163394
-1.4196,-2.2042328,2.7186885
-1.4192,-2.1615854,2.8287885
-1.4188,-2.1599963,2.837189
-1.4184,-2.1638188,2.8414072
-1.418,-2.1642823,2.8419927
-1.4176,-2.1639488,2.8414807
-1.4172,-2.1645587,2.8414807
-1.4168,-2.1644432,2.8416013
-1.4164,-2.1642767,2.8414751
-1.416,-2.1643546,2.8409814
-1.4156,-2.1647792,2.8412452
-1.4152,-2.1644808,2.8412452
-1.4148,-2.1645437,2.8408136
-1.4144,-2.1409567,2.8824099
-1.414,-2.0922659,2.9441533
-1.4136,-2.0997942,2.9528192
-1.4132,-2.1014683,2.9554047
-1.4128,-2.1017346,2.9555668
-1.4124,-2.1017823,2.9553312
-1.412,-2.1017823,2.9551145
-1.4116,-2.1020179,2.9547967
-1.4112,-2.1020179,2.9550957
-1.4108,-2.1020047,2.9552201
-1.4104,-2.1015468,2.9553463
-1.41,-2.1018294,2.9549544
-1.4096,-2.1002763,2.9564195
-1.4092,-2.0393362,3.0195455
-1.4088,-2.0092501,3.043706
-1.4084,-2.0163036,3.0529135
-1.408,-2.0171278,3.0537923
-1.4076,-2.0175537,3.0539845
-1.4072,-2.017408,3.0535699
-1.4068,-2.0173326,3.0538187
-1.4064,-2.0176115,3.0538922
-1.406,-2.0176115,3.0538017
-1.4056,-2.0174532,3.0535605
-1.4052,-2.017619,3.0527967
-1.4048,-2.0177133,3.0532892
-1.4044,-2.0105626,3.0583347
-1.404,-1.9221198,3.1132202
-1.4036,-1.9120731,3.128382
-1.4032,-1.9152672,3.1324085
-1.4028,-1.9156749,3.1330568
-1.4024,-1.9160883,3.1328871
-1.402,-1.9160034,3.132938
-1.4016,-1.9163238,3.1327364
-1.4012,-1.9157541,3.132938
-1.4008,-1.9160883,3.1322823
-1.4004,-1.9163238,3.1325932
-1.4,-1.9158527,3.1324669
-1.3996,-1.9157937,3.1332326
-1.3992,-1.884713,3.1470474
-1.3988,-1.7940594,3.1819959
-1.3984,-1.7986159,3.1897307
-1.398,-1.7996498,3.1917571
-1.3976,-1.800207,3.1917477
-1.3972,-1.8001969,3.1919248
-1.3968,-1.8003426,3.192151
-1.3964,-1.8003163,3.1919832
-1.396,-1.8004256,3.1922188
-1.3956,-1.8002748,3.1915857
-1.3952,-1.8002729,3.1919832
-1.3948,-1.8004928,3.1917552
-1.3944,-1.800119,3.191629
-1.394,-1.7067868,3.2171938
-1.3936,-1.6676647,3.2193642
-1.3932,-1.6727195,3.2282678
-1.3928,-1.6737786,3.2287615
-1.3924,-1.6738615,3.2291572
-1.392,-1.6740311,3.2291346
-1.3916,-1.6740971,3.2287314
-1.3912,-1.6737239,3.228965
-1.3908,-1.6736259,3.2292006
-1.3904,-1.6734224,3.2292006
-1.39,-1.6734846,3.2291064
-1.3896,-1.6740669,3.2286711
-1.3892,-1.6585434,3.2303864
-1.3888,-1.5339388,3.2321805
-1.3884,-1.5357427,3.2360697
-1.388,-1.5392227,3.2412389
-1.3876,-1.5394394,3.2416729
-1.3872,-1.5392754,3.241835
-1.3868,-1.5395129,3.2423966
-1.3864,-1.5396749,3.241999
-1.386,-1.5396749,3.2416409
-1.3856,-1.5396052,3.2418331
-1.3852,-1.5392434,3.241803
-1.3848,-1.5396127,3.2416767
-1.3844,-1.5394846,3.2417408
-1.384,-1.4901525,3.2362455
-1.3836,-1.3972268,3.2149718
-1.3832,-1.4025292,3.2275912
-1.3828,-1.40381,3.2299336
-1.3824,-1.4043232,3.2304569
-1.382,-1.4042321,3.2299449
-1.3816,-1.4042321,3.2303758
-1.3812,-1.4040418,3.2305021
-1.3808,-1.4042321,3.2306924
-1.3804,-1.404315,3.2297339
-1.38,-1.4047346,3.2303469
-1.3796,-1.4043615,3.2304569
-1.3792,-1.4044758,3.2302515
-1.3788,-1.3198209,3.2037305
-1.3784,-1.266028,3.1861239
-1.378,-1.2697157,3.19372
-1.3776,-1.2703596,3.1947364
-1.3772,-1.2704896,3.1948721
-1.3768,-1.2705952,3.1947797
-1.3764,-1.2705952,3.195428
-1.376,-1.2707554,3.1950831
-1.3756,-1.2705236,3.195117
-1.3752,-1.2706498,3.1948042
-1.3748,-1.2706498,3.1948042
-1.3744,-1.2706668,3.1948268
-1.374,-1.2683245,3.1935285
-1.3736,-1.15268,3.1350893
-1.3732,-1.1428802,3.1323372
-1.3728,-1.1446014,3.1365523
-1.3724,-1.145195,3.1369424
-1.372,-1.144854,3.1373696
-1.3716,-1.1449802,3.1367376
-1.3712,-1.1452026,3.1373959
-1.3708,-1.144967,3.1376975
-1.3704,-1.144967,3.1373356
-1.37,-1.1448728,3.1375391
-1.3696,-1.1448426,3.137901
-1.3692,-1.144967,3.1380065
-1.3688,-1.1013204,3.1082463
-1.3684,-1.0244061,3.049681
-1.368,-1.0275957,3.0576772
-1.3676,-1.028408,3.0598965
-1.3672,-1.0285813,3.0606082
-1.3668,-1.0283684,3.0605775
-1.3664,-1.0286115,3.0603093
-1.366,-1.0287422,3.0604851
-1.3656,-1.0285814,3.0603093
-1.3652,-1.0285173,3.0603093
-1.3648,-1.0288653,3.0608193
-1.3644,-1.0288251,3.0604022
-1.364,-1.0276368,3.0589903
-1.3636,-0.9561323,2.9875493
-1.3632,-0.9263086,2.9552575
-1.3628,-0.928815,2.9635793
-1.3624,-0.9296718,2.9645417
-1.362,-0.9293829,2.9648319
-1.3616,-0.9293577,2.9647037
-1.3612,-0.9291241,2.9645982
-1.3608,-0.9292465,2.9647753
-1.3604,-0.9293577,2.9648017
-1.36,-0.9295462,2.9646434
-1.3596,-0.9296718,2.9641252
-1.3592,-0.9296718,2.9648111
-1.3588,-0.9208866,2.95248
-1.3584,-0.8565864,2.8590203
-1.358,-0.8484312,2.850887
-1.3576,-0.8498898,2.8549198
-1.3572,-0.850212,2.8550643
-1.3568,-0.8500028,2.8548551
-1.3564,-0.8500763,2.8553997
-1.356,-0.8497598,2.8553093
-1.3556,-0.8499765,2.8552979
-1.3552,-0.8502045,2.8553074
-1.3548,-0.8501102,2.8555354
-1.3544,-0.8501875,2.8555354
-1.354,-0.8499765,2.8555354
-1.3536,-0.8335132,2.8199274
-1.3532,-0.7893685,2.7276028
-1.3528,-0.7908125,2.7333978
-1.3524,-0.7917823,2.735497
-1.352,-0.7918766,2.7355574
-1.3516,-0.7917164,2.7363896
-1.3512,-0.7916241,2.7361685
-1.3508,-0.7916994,2.7362113
-1.3504,-0.7920612,2.7357006
-1.35,-0.7914809,2.7359531
-1.3496,-0.7917164,2.7361887
-1.3492,-0.7914809,2.7359022
-1.3488,-0.7916241,2.7358193
-1.3484,-0.7659877,2.6494404
-1.348,-0.7524387,2.6034655
-1.3476,-0.7545499,2.6092383
-1.3472,-0.7549708,2.610031
-1.3468,-0.7547346,2.609786
-1.3464,-0.7547346,2.6100065
-1.346,-0.7550487,2.6101082
-1.3456,-0.7552597,2.6103495
-1.3452,-0.754913,2.6104588
-1.3448,-0.7545066,2.610553
-1.3444,-0.7547346,2.6104418
-1.344,-0.7550361,2.6105417
-1.3436,-0.7534684,2.5948942
-1.3432,-0.7399118,2.4775329
-1.3428,-0.7407465,2.4802086
-1.3424,-0.7422296,2.4837339
-1.342,-0.7422598,2.4841598
-1.3416,-0.7424055,2.484286
-1.3412,-0.7424205,2.4844613
-1.3408,-0.7425412,2.4843802
-1.3404,-0.7426467,2.4846968
-1.34,-0.7427214,2.4846968
-1.3396,-0.7427214,2.4844764
-1.3392,-0.742957,2.4839902
-1.3388,-0.7427214,2.4842257
-1.3384,-0.7476332,2.432417
-1.338,-0.7507333,2.349348
-1.3376,-0.7538169,2.3570586
-1.3372,-0.7543351,2.3588689
-1.3368,-0.7545726,2.3589066
-1.3364,-0.7544991,2.3590159
-1.336,-0.7546781,2.3590121
-1.3356,-0.7544991,2.3587634
-1.3352,-0.7549563,2.3585976
-1.3348,-0.7547013,2.3588953
-1.3344,-0.7547648,2.3590234
-1.334,-0.7547346,2.3589368
-1.3336,-0.755271,2.3592986
-1.3332,-0.7771473,2.2791059
-1.3328,-0.7887521,2.2374165
-1.3324,-0.7908332,2.2419405
-1.332,-0.7912045,2.2422345
-1.3316,-0.7912748,2.242389
-1.3312,-0.7915261,2.2424248
-1.3308,-0.7913163,2.2426346
-1.3304,-0.7915713,2.2422967
-1.33,-0.7911668,2.2420932
-1.3296,-0.7911668,2.2423137
-1.3292,-0.7909614,2.2424701
-1.3288,-0.7907918,2.2428802
-1.3284,-0.7914501,2.2430197
-1.328,-0.951908,2.4847301
-1.3276,-0.9118149,2.4330741
-1.3272,-0.9151165,2.4420083
-1.3268,-0.916109,2.4437615
-1.3264,-0.9161768,2.4436711
-1.326,-0.9158527,2.4435253
-1.3256,-0.9154702,2.4434066
-1.3252,-0.9158527,2.4434204
-1.3248,-0.9158527,2.4430586
-1.3244,-0.9155386,2.4432395
-1.324,-0.9160003,2.4432395
-1.3236,-0.9156567,2.4433865
-1.3232,-0.9158527,2.4432395
-1.3228,-0.9145538,2.4393001
-1.3224,-0.8808914,2.3306095
-1.322,-0.8791567,2.3242978
-1.3216,-0.8811348,2.3294807
-1.3212,-0.8810518,2.3297031
-1.3208,-0.8811781,2.3301742
-1.3204,-0.8812271,2.3300178
-1.32,-0.8811479,2.3299387
-1.3196,-0.8813213,2.3299387
-1.3192,-0.8813835,2.3297031
-1.3188,-0.8813835,2.3298934
-1.3184,-0.8811479,2.3298652
-1.318,-0.8813552,2.3299669
-1.3176,-0.878248,2.3024312
-1.3172,-0.8654742,2.2127154
-1.3168,-0.8678269,2.2163261
-1.3164,-0.8690449,2.2183652
-1.316,-0.8688489,2.2183652
-1.3156,-0.869011,2.2186309
-1.3152,-0.868734,2.2190637
-1.3148,-0.869278,2.219058
-1.3144,-0.8689865,2.2186007
-1.314,-0.8690562,2.2183086
-1.3136,-0.8688734,2.2184952
-1.3132,-0.8688207,2.2190769
-1.3128,-0.8688207,2.2186485
-1.3124,-0.8736,2.1645634
-1.312,-0.8766756,2.1039902
-1.3116,-0.879528,2.1095134
-1.3112,-0.8798898,2.1100913
-1.3108,-0.8795317,2.1107263
-1.3104,-0.8796712,2.1110951
-1.31,-0.8798917,2.1110159
-1.3096,-0.8796241,2.1111101
-1.3092,-0.8792095,2.1111101
-1.3088,-0.8795185,2.1109958
-1.3084,-0.8795412,2.1105605
-1.308,-0.8794865,2.1113834
-1.3076,-0.8796561,2.111259
-1.3072,-0.8844412,2.1055324
-1.3068,-0.9070773,2.0071003
-1.3064,-0.9121027,2.0080781
-1.306,-0.9121027,2.0091032
-1.3056,-0.9123194,2.0095869
-1.3052,-0.912555,2.0095718
-1.3048,-0.912555,2.0095172
-1.3044,-0.912555,2.010058
-1.304,-0.912555,2.010058
-1.3036,-0.9125964,2.0098639
-1.3032,-0.9126228,2.0098903
-1.3028,-0.9126737,2.0098828
-1.3024,-0.9125041,2.0097207
-1.302,-0.9441025,1.9521452
-1.3016,-0.9643979,1.9139832
-1.3012,-0.9670462,1.9174933
-1.3008,-0.9673376,1.9181139
-1.3004,-0.9674865,1.9186635
-1.3,-0.9678313,1.9178784
-1.2996,-0.9677221,1.9184254
-1.2992,-0.9676297,1.918624
-1.2988,-0.9677805,1.9182571
-1.2984,-0.9677974,1.9186183
-1.298,-0.9675958,1.9181893
-1.2976,-0.9673602,1.9188482
-1.2972,-0.9686592,1.916538
-1.2968,-1.0372886,1.8404603
-1.2964,-1.0410944,1.8380007
-1.296,-1.0431234,1.8399889
-1.2956,-1.0431837,1.8402
-1.2952,-1.0431065,1.8403583
-1.2948,-1.0427447,1.8402245
-1.2944,-1.0428558,1.8402226
-1.294,-1.0424231,1.84046
-1.2936,-1.0424231,1.84046
-1.2932,-1.0427635,1.8407389
-1.2928,-1.0429727,1.8406635
-1.2924,-1.043016,1.8407741
-1.292,-1.0765046,1.819236
-1.2916,-1.1335185,1.7760906
-1.2912,-1.1366316,1.7797012
-1.2908,-1.1374293,1.7803388
-1.2904,-1.1370223,1.7807081
-1.29,-1.1374293,1.7807081
-1.2896,-1.1374293,1.7809286
-1.2892,-1.137305,1.7811792
-1.2888,-1.1374275,1.7817289
-1.2884,-1.1370657,1.7814299
-1.288,-1.1372315,1.7811792
-1.2876,-1.1376649,1.7810341
-1.2872,-1.138402,1.7803709
-1.2868,-1.2116583,1.7507061
-1.2864,-1.2406264,1.7363789
-1.286,-1.2441567,1.7404411
-1.2856,-1.2453998,1.7409085
-1.2852,-1.24543,1.7407427
-1.2848,-1.245234,1.7405938
-1.2844,-1.245234,1.7407427
-1.284,-1.2446844,1.7409782
-1.2836,-1.2449909,1.7409782
-1.2832,-1.2451134,1.741482
-1.2828,-1.2449834,1.7412025
-1.2824,-1.2446844,1.7409782
-1.282,-1.2528607,1.740586
-1.2816,-1.3411655,1.7213109
-1.2812,-1.3603187,1.7202941
-1.2808,-1.3625393,1.7223055
-1.2804,-1.3631511,1.7223696
-1.28,-1.3633244,1.7221811
-1.2796,-1.3632453,1.7224198
-1.2792,-1.3630889,1.7223093
-1.2788,-1.3630889,1.7222735
-1.2784,-1.3630889,1.722134
-1.278,-1.3630386,1.7222471
-1.2776,-1.3630889,1.7216629
-1.2772,-1.3630889,1.7216629
-1.2768,-1.3849801,1.722009
-1.2764,-1.4836744,1.7220769
-1.276,-1.4875738,1.7251333
-1.2756,-1.4885499,1.7266164
-1.2752,-1.488403,1.7269236
-1.2748,-1.488403,1.7265618
-1.2744,-1.4881674,1.726357
-1.274,-1.4883653,1.7257427
-1.2736,-1.488717,1.7263451
-1.2732,-1.4884306,1.7269029
-1.2728,-1.4885437,1.7263118
-1.2724,-1.4889488,1.7259066
-1.272,-1.4885663,1.7262892
-1.2716,-1.5773807,1.7448745
-1.2712,-1.6099216,1.7492551
-1.2708,-1.6148766,1.7528947
-1.2704,-1.6156523,1.7534619
-1.27,-1.6155386,1.7538865
-1.2696,-1.6152874,1.7541529
-1.2692,-1.6156014,1.7542622
-1.2688,-1.6153477,1.7536466
-1.2684,-1.6148163,1.753232
-1.268,-1.6150236,1.7537483
-1.2676,-1.6148163,1.7537766
-1.2672,-1.6152648,1.7533281
-1.2668,-1.6273124,1.758336
-1.2664,-1.7341272,1.7995279
-1.266,-1.7358808,1.8005102
-1.2656,-1.7389978,1.8028017
-1.2652,-1.739771,1.8027383
-1.2648,-1.7396197,1.8026283
-1.2644,-1.7394237,1.8030857
-1.264,-1.7394802,1.8032647
-1.2636,-1.7392937,1.8028419
-1.2632,-1.7396592,1.802943
-1.2628,-1.7392598,1.8028551
-1.2624,-1.7393332,1.8027471
-1.262,-1.7391881,1.8030857
-1.2616,-1.7780329,1.8265715
-1.2612,-1.8453313,1.8670551
-1.2608,-1.8546007,1.8722948
-1.2604,-1.8560374,1.8739085
-1.26,-1.8563992,1.8739085
-1.2596,-1.8560223,1.8741441
-1.2592,-1.8561806,1.8739858
-1.2588,-1.8560713,1.8739085
-1.2584,-1.8562579,1.8739085
-1.258,-1.8557867,1.8740781
-1.2576,-1.8557867,1.8737163
-1.2572,-1.8562579,1.8735901
-1.2568,-1.8558395,1.8736466
-1.2564,-1.9166177,1.9266518
-1.256,-1.9550015,1.9610253
-1.2556,-1.9609167,1.9652213
-1.2552,-1.961793,1.9645888
-1.2548,-1.9618873,1.9644946
-1.2544,-1.9619966,1.9650643
-1.254,-1.9617855,1.9648633
-1.2536,-1.9619796,1.9647904
-1.2532,-1.9614501,1.964764
-1.2528,-1.9617271,1.9647735
-1.2524,-1.9619193,1.9645963
-1.252,-1.9617855,1.9643608
-1.2516,-1.9619871,1.964764
-1.2512,-2.0399681,2.0572393
-1.2508,-2.0506062,2.0684152
-1.2504,-2.0534771,2.0702527
-1.25,-2.0540436,2.0703595
-1.2496,-2.0541699,2.0705053
-1.2492,-2.0542623,2.0703595
-1.2488,-2.0538527,2.0703595
-1.2484,-2.0539984,2.0706736
-1.248,-2.0537296,2.07046
-1.2476,-2.0537296,2.0707245
-1.2472,-2.0539658,2.070732
-1.2468,-2.0535939,2.0700241
-1.2464,-2.0789428,2.1105358
-1.246,-2.1201114,2.1825359
-1.2456,-2.1266943,2.1878223
-1.2452,-2.1283998,2.1885856
-1.2448,-2.1286278,2.188764
-1.2444,-2.1283998,2.1886058
-1.244,-2.1288709,2.18845
-1.2436,-2.1285996,2.1886309
-1.2432,-2.1286354,2.1886497
-1.2428,-2.1286354,2.1882012
-1.2424,-2.1286354,2.1883589
-1.242,-2.128805,2.1882647
-1.2416,-2.1290775,2.1894404
-1.2412,-2.1669889,2.2829215
-1.2408,-2.1736282,2.3078901
-1.2404,-2.1818746,2.3138752
-1.24,-2.182891,2.3149575
-1.2396,-2.182891,2.3150988
-1.2392,-2.1824199,2.3148633
-1.2388,-2.1821844,2.3143959
-1.2384,-2.1823125,2.3147351
-1.238,-2.1824011,2.3148444
-1.2376,-2.1819909,2.3146277
-1.2372,-2.1821008,2.314428
-1.2368,-2.1816347,2.3146277
-1.2364,-2.1851343,2.329973
-1.236,-2.2010787,2.4269219
-1.2356,-2.2097514,2.4463965
-1.2352,-2.2134199,2.450291
-1.2348,-2.2137403,2.4502528
-1.2344,-2.2135914,2.4500404
-1.234,-2.2140625,2.4499324
-1.2336,-2.2138326,2.4502929
-1.2332,-2.2139475,2.4500379
-1.2328,-2.2135914,2.4497942
-1.2324,-2.2135914,2.4504041
-1.232,-2.2138552,2.450749
-1.2316,-2.2140625,2.4502326
-1.2312,-2.2142094,2.4844276
-1.2308,-2.2124094,2.5759809
-1.2304,-2.2196265,2.5828167
-1.23,-2.2213175,2.5848695
-1.2296,-2.2214438,2.5846491
-1.2292,-2.2213948,2.5844927
-1.2288,-2.2216002,2.5846321
-1.2284,-2.2216002,2.5844927
-1.228,-2.2216002,2.5843294
-1.2276,-2.2211328,2.5841786
-1.2272,-2.2214947,2.584352
-1.2268,-2.2213854,2.5839638
-1.2264,-2.2214532,2.5841786
-1.226,-2.2072822,2.6703457
-1.2256,-2.1976238,2.7108128
-1.2252,-2.2041215,2.7165115
-1.2248,-2.2049054,2.7174763
-1.2244,-2.2045788,2.7169449
-1.224,-2.2047974,2.7173067
-1.2236,-2.2046014,2.7171673
-1.2232,-2.204511,2.717303
-1.2228,-2.2047974,2.7167678
-1.2224,-2.2044884,2.7168696
-1.222,-2.2044834,2.7170995
-1.2216,-2.2044834,2.7168601
-1.2212,-2.2007649,2.7261662
-1.2208,-2.1569727,2.8350531
-1.2204,-2.1591088,2.8376124
-1.22,-2.1631831,2.8413394
-1.2196,-2.1636379,2.8419474
-1.2192,-2.1636831,2.8419298
-1.2188,-2.1637208,2.8423111
-1.2184,-2.1638112,2.8419223
-1.218,-2.1638112,2.8421999
-1.2176,-2.1638112,2.8417163
-1.2172,-2.1638112,2.8420153
-1.2168,-2.1636963,2.8419845
-1.2164,-2.1635813,2.8417295
-1.216,-2.1375187,2.8882559
-1.2156,-2.0896816,2.9431155
-1.2152,-2.0988784,2.953448
-1.2148,-2.1008408,2.9559342
-1.2144,-2.1013985,2.9560348
-1.214,-2.1011762,2.9560379
-1.2136,-2.10118,2.9558551
-1.2132,-2.1009972,2.9558174
-1.2128,-2.1009972,2.955531
-1.2124,-2.1011781,2.9557119
-1.212,-2.1010349,2.9557835
-1.2116,-2.1012327,2.9558023
-1.2112,-2.1009991,2.9555687
-1.2108,-2.0428001,3.0145636
-1.2104,-2.0096603,3.045701
-1.21,-2.0158527,3.0532897
-1.2096,-2.0170298,3.0540706
-1.2092,-2.0168263,3.0545002
-1.2088,-2.0165418,3.0545285
-1.2084,-2.0163552,3.0543419
-1.208,-2.0166567,3.0538582
-1.2076,-2.0164419,3.0540278
-1.2072,-2.0164381,3.0537923
-1.2068,-2.0163816,3.0535831
-1.2064,-2.0164909,3.0543419
-1.206,-2.0163552,3.0543419
-1.2056,-1.9206219,3.1163468
-1.2052,-1.9113865,3.1302953
-1.2048,-1.9144928,3.133889
-1.2044,-1.914315,3.1341698
-1.204,-1.9145964,3.1339588
-1.2036,-1.9146379,3.1340417
-1.2032,-1.9149997,3.1342622
-1.2028,-1.9150675,3.1344299
-1.2024,-1.9148829,3.1344299
-1.202,-1.9150675,3.1345681
-1.2016,-1.9154708,3.1339927
-1.2012,-1.9155386,3.1340511
-1.2008,-1.8803463,3.1510254
-1.2004,-1.7933005,3.1824236
-1.2,-1.7982332,3.1904912
-1.1996,-1.7997421,3.1927684
