t,q,i
+3.640000E+00,+3.135678E+00,+2.452261E+00
+3.645000E+00,+3.175879E+00,+2.291457E+00
+3.650000E+00,+3.216080E+00,+2.170854E+00
+3.655000E+00,+3.236181E+00,+2.170854E+00
+3.660000E+00,+3.336683E+00,+2.090452E+00
+3.665000E+00,+3.326633E+00,+1.929648E+00
+3.670000E+00,+3.256281E+00,+1.788945E+00
+3.675000E+00,+3.336683E+00,+1.809045E+00
+3.680000E+00,+3.296482E+00,+1.648241E+00
+3.685000E+00,+3.366834E+00,+1.527638E+00
+3.690000E+00,+3.336683E+00,+1.507538E+00
+3.695000E+00,+3.306533E+00,+1.437186E+00
+3.700000E+00,+3.296482E+00,+1.286432E+00
+3.705000E+00,+3.276382E+00,+1.165829E+00
+3.710000E+00,+3.236181E+00,+1.165829E+00
+3.715000E+00,+3.216080E+00,+1.045226E+00
+3.720000E+00,+3.175879E+00,+924.623E-03
+3.725000E+00,+3.145729E+00,+924.623E-03
+3.730000E+00,+3.075377E+00,+783.920E-03
+3.735000E+00,+3.065327E+00,+693.467E-03
+3.740000E+00,+2.934673E+00,+603.015E-03
+3.745000E+00,+2.934673E+00,+603.015E-03
+3.750000E+00,+2.854271E+00,+522.613E-03
+3.755000E+00,+2.773869E+00,+442.211E-03
+3.760000E+00,+2.613065E+00,+281.407E-03
+3.765000E+00,+2.643216E+00,+351.759E-03
+3.770000E+00,+2.512563E+00,+281.407E-03
+3.775000E+00,+2.402010E+00,+190.955E-03
+3.780000E+00,+2.412060E+00,+201.005E-03
+3.785000E+00,+2.261307E+00,+170.854E-03
+3.790000E+00,+2.170854E+00,+140.704E-03
+3.795000E+00,+2.341709E+00,+160.804E-03
+3.800000E+00,+2.050251E+00,+120.603E-03
+3.805000E+00,+1.889447E+00,+80.402E-03
+3.810000E+00,+1.768844E+00,+60.302E-03
+3.815000E+00,+1.768844E+00,+80.402E-03
+3.820000E+00,+1.648241E+00,+40.201E-03
+3.825000E+00,+1.517588E+00,+70.352E-03
+3.830000E+00,+1.366834E+00,+120.603E-03
+3.835000E+00,+1.336683E+00,+110.553E-03
+3.840000E+00,+1.246231E+00,+120.603E-03
+3.845000E+00,+1.125628E+00,+201.005E-03
+3.850000E+00,+1.145729E+00,+180.905E-03
+3.855000E+00,+964.824E-03,+241.206E-03
+3.860000E+00,+884.422E-03,+321.608E-03
+3.865000E+00,+773.869E-03,+361.809E-03
+3.870000E+00,+783.920E-03,+402.010E-03
+3.875000E+00,+643.216E-03,+472.362E-03
+3.880000E+00,+562.814E-03,+562.814E-03
+3.885000E+00,+592.965E-03,+532.663E-03
+3.890000E+00,+482.412E-03,+663.317E-03
+3.895000E+00,+402.010E-03,+783.920E-03
+3.900000E+00,+361.809E-03,+844.221E-03
+3.905000E+00,+361.809E-03,+914.573E-03
+3.910000E+00,+281.407E-03,+1.025126E+00
+3.915000E+00,+231.156E-03,+1.095477E+00
+3.920000E+00,+281.407E-03,+1.125628E+00
+3.925000E+00,+211.055E-03,+1.276382E+00
+3.930000E+00,+160.804E-03,+1.386935E+00
+3.935000E+00,+190.955E-03,+1.527638E+00
+3.940000E+00,+160.804E-03,+1.567839E+00
+3.945000E+00,+170.854E-03,+1.668342E+00
+3.950000E+00,+160.804E-03,+1.788945E+00
+3.955000E+00,+190.955E-03,+1.768844E+00
+3.960000E+00,+2.452261E+00,+402.010E-03
+3.965000E+00,+2.381910E+00,+351.759E-03
+3.970000E+00,+2.251256E+00,+281.407E-03
+3.975000E+00,+2.281407E+00,+281.407E-03
+3.980000E+00,+2.130653E+00,+160.804E-03
+3.985000E+00,+1.989950E+00,+170.854E-03
+3.990000E+00,+1.969849E+00,+201.005E-03
+3.995000E+00,+1.849246E+00,+160.804E-03
+4.000000E+00,+1.648241E+00,+160.804E-03
+4.005000E+00,+1.577889E+00,+201.005E-03
+4.010000E+00,+1.567839E+00,+160.804E-03
+4.015000E+00,+1.457286E+00,+170.854E-03
+4.020000E+00,+1.326633E+00,+241.206E-03
+4.025000E+00,+1.336683E+00,+231.156E-03
+4.030000E+00,+1.185930E+00,+261.307E-03
+4.035000E+00,+1.045226E+00,+281.407E-03
+4.040000E+00,+964.824E-03,+402.010E-03
+4.045000E+00,+964.824E-03,+361.809E-03
+4.050000E+00,+864.322E-03,+442.211E-03
+4.055000E+00,+753.769E-03,+482.412E-03
+4.060000E+00,+643.216E-03,+522.613E-03
+4.065000E+00,+592.965E-03,+572.864E-03
+4.070000E+00,+542.714E-03,+683.417E-03
+4.075000E+00,+412.060E-03,+773.869E-03
+4.080000E+00,+442.211E-03,+804.020E-03
+4.085000E+00,+371.859E-03,+894.472E-03
+4.090000E+00,+301.508E-03,+1.025126E+00
+4.095000E+00,+291.457E-03,+1.005025E+00
+4.100000E+00,+281.407E-03,+1.085427E+00
+4.105000E+00,+190.955E-03,+1.256281E+00
+4.110000E+00,+201.005E-03,+1.407035E+00
+4.115000E+00,+201.005E-03,+1.366834E+00
+4.120000E+00,+160.804E-03,+1.487437E+00
+4.125000E+00,+160.804E-03,+1.648241E+00
+4.130000E+00,+120.603E-03,+1.708543E+00
+4.135000E+00,+120.603E-03,+1.768844E+00
+4.140000E+00,+201.005E-03,+1.889447E+00
+4.145000E+00,+211.055E-03,+2.000000E+00
+4.150000E+00,+160.804E-03,+2.010050E+00
+4.155000E+00,+211.055E-03,+2.120603E+00
+4.160000E+00,+281.407E-03,+2.211055E+00
+4.165000E+00,+361.809E-03,+2.341709E+00
+4.170000E+00,+341.709E-03,+2.331658E+00
+4.175000E+00,+432.161E-03,+2.422111E+00
+4.180000E+00,+482.412E-03,+2.572864E+00
+4.185000E+00,+512.563E-03,+2.562814E+00
+4.190000E+00,+562.814E-03,+2.633166E+00
+4.195000E+00,+683.417E-03,+2.733668E+00
+4.200000E+00,+723.618E-03,+2.894472E+00
+4.205000E+00,+763.819E-03,+2.844221E+00
+4.210000E+00,+884.422E-03,+2.894472E+00
+4.215000E+00,+1.005025E+00,+2.974874E+00
+4.220000E+00,+964.824E-03,+2.934673E+00
+4.225000E+00,+1.065327E+00,+3.055276E+00
+4.230000E+00,+1.226131E+00,+3.055276E+00
+4.235000E+00,+1.336683E+00,+3.085427E+00
+4.240000E+00,+1.407035E+00,+3.055276E+00
+4.245000E+00,+1.487437E+00,+3.115578E+00
+4.250000E+00,+1.628141E+00,+3.155779E+00
+4.255000E+00,+1.587940E+00,+3.165829E+00
+4.260000E+00,+1.768844E+00,+3.175879E+00
+4.265000E+00,+1.899497E+00,+3.135678E+00
+4.270000E+00,+2.010050E+00,+3.135678E+00
+4.275000E+00,+2.010050E+00,+3.125628E+00
+4.280000E+00,+2.130653E+00,+3.055276E+00
+4.285000E+00,+2.291457E+00,+3.045226E+00
+4.290000E+00,+2.351759E+00,+3.035176E+00
+4.295000E+00,+2.422111E+00,+3.015075E+00
+4.300000E+00,+2.532663E+00,+2.934673E+00
+4.305000E+00,+2.673367E+00,+2.864322E+00
+4.310000E+00,+2.653266E+00,+2.874372E+00
+4.315000E+00,+2.773869E+00,+2.814070E+00
+4.320000E+00,+2.814070E+00,+2.733668E+00
+4.325000E+00,+2.904523E+00,+2.613065E+00
+4.330000E+00,+2.934673E+00,+2.572864E+00
+4.335000E+00,+3.055276E+00,+2.492462E+00
+4.340000E+00,+3.095477E+00,+2.371859E+00
+4.345000E+00,+3.045226E+00,+2.442211E+00
+4.350000E+00,+3.195980E+00,+2.291457E+00
+4.355000E+00,+3.216080E+00,+2.170854E+00
+4.360000E+00,+3.216080E+00,+2.050251E+00
+4.365000E+00,+3.276382E+00,+2.060301E+00
+4.370000E+00,+3.316583E+00,+1.949749E+00
+4.375000E+00,+3.366834E+00,+1.788945E+00
+4.380000E+00,+3.296482E+00,+1.809045E+00
+4.385000E+00,+3.356784E+00,+1.688442E+00
+4.390000E+00,+3.316583E+00,+1.547739E+00
+4.395000E+00,+3.336683E+00,+1.376884E+00
+4.400000E+00,+3.296482E+00,+1.407035E+00
+4.405000E+00,+3.286432E+00,+1.286432E+00
+4.410000E+00,+3.296482E+00,+1.185930E+00
+4.415000E+00,+3.256281E+00,+1.165829E+00
+4.420000E+00,+3.175879E+00,+1.005025E+00
+4.425000E+00,+3.175879E+00,+944.724E-03
+4.430000E+00,+3.075377E+00,+783.920E-03
+4.435000E+00,+3.065327E+00,+834.171E-03
+4.440000E+00,+3.015075E+00,+683.417E-03
+4.445000E+00,+2.934673E+00,+572.864E-03
+4.450000E+00,+2.934673E+00,+603.015E-03
+4.455000E+00,+2.844221E+00,+562.814E-03
+4.460000E+00,+2.773869E+00,+402.010E-03
+4.465000E+00,+2.623116E+00,+351.759E-03
+4.470000E+00,+2.653266E+00,+361.809E-03
+4.475000E+00,+2.492462E+00,+281.407E-03
+4.480000E+00,+2.412060E+00,+201.005E-03
+4.485000E+00,+2.391960E+00,+221.106E-03
+4.490000E+00,+2.311558E+00,+180.905E-03
+4.495000E+00,+2.130653E+00,+120.603E-03
+4.500000E+00,+2.050251E+00,+80.402E-03
+4.505000E+00,+2.030151E+00,+80.402E-03
+4.510000E+00,+1.929648E+00,+120.603E-03
+4.515000E+00,+1.778894E+00,+70.352E-03
+4.520000E+00,+1.648241E+00,+40.201E-03
+4.525000E+00,+1.668342E+00,+40.201E-03
+4.530000E+00,+1.507538E+00,+80.402E-03
+4.535000E+00,+1.407035E+00,+120.603E-03
+4.540000E+00,+1.407035E+00,+80.402E-03
+4.545000E+00,+1.236181E+00,+160.804E-03
+4.550000E+00,+1.145729E+00,+160.804E-03
+4.555000E+00,+1.005025E+00,+241.206E-03
+4.560000E+00,+1.005025E+00,+241.206E-03
+4.565000E+00,+874.372E-03,+281.407E-03
+4.570000E+00,+763.819E-03,+381.910E-03
+4.575000E+00,+733.668E-03,+381.910E-03
+4.580000E+00,+683.417E-03,+442.211E-03
+4.585000E+00,+542.714E-03,+532.663E-03
+4.590000E+00,+502.513E-03,+663.317E-03
+4.595000E+00,+522.613E-03,+683.417E-03
+4.600000E+00,+442.211E-03,+763.819E-03
+4.605000E+00,+321.608E-03,+924.623E-03
+4.610000E+00,+341.709E-03,+884.422E-03
+4.615000E+00,+281.407E-03,+1.035176E+00
+4.620000E+00,+241.206E-03,+1.125628E+00
+4.625000E+00,+190.955E-03,+1.246231E+00
+4.630000E+00,+201.005E-03,+1.266332E+00
+4.635000E+00,+190.955E-03,+1.407035E+00
+4.640000E+00,+201.005E-03,+1.527638E+00
+4.645000E+00,+150.754E-03,+1.527638E+00
+4.650000E+00,+140.704E-03,+1.648241E+00
+4.655000E+00,+150.754E-03,+1.768844E+00
+4.660000E+00,+2.532663E+00,+361.809E-03
+4.665000E+00,+2.492462E+00,+371.859E-03
+4.670000E+00,+2.371859E+00,+281.407E-03
+4.675000E+00,+2.221106E+00,+221.106E-03
+4.680000E+00,+2.251256E+00,+241.206E-03
+4.685000E+00,+2.100502E+00,+271.357E-03
+4.690000E+00,+1.989950E+00,+180.905E-03
+4.695000E+00,+1.849246E+00,+201.005E-03
+4.700000E+00,+1.849246E+00,+201.005E-03
+4.705000E+00,+1.728643E+00,+170.854E-03
+4.710000E+00,+1.587940E+00,+201.005E-03
+4.715000E+00,+1.547739E+00,+160.804E-03
+4.720000E+00,+1.407035E+00,+160.804E-03
+4.725000E+00,+1.296482E+00,+271.357E-03
+4.730000E+00,+1.165829E+00,+261.307E-03
+4.735000E+00,+1.165829E+00,+271.357E-03
+4.740000E+00,+1.045226E+00,+321.608E-03
+4.745000E+00,+924.623E-03,+361.809E-03
+4.750000E+00,+924.623E-03,+402.010E-03
+4.755000E+00,+804.020E-03,+442.211E-03
+4.760000E+00,+723.618E-03,+522.613E-03
+4.765000E+00,+603.015E-03,+603.015E-03
+4.770000E+00,+603.015E-03,+623.116E-03
+4.775000E+00,+492.462E-03,+693.467E-03
+4.780000E+00,+402.010E-03,+763.819E-03
+4.785000E+00,+442.211E-03,+773.869E-03
+4.790000E+00,+402.010E-03,+884.422E-03
+4.795000E+00,+321.608E-03,+1.005025E+00
+4.800000E+00,+281.407E-03,+1.125628E+00
+4.805000E+00,+251.256E-03,+1.155779E+00
+4.810000E+00,+221.106E-03,+1.246231E+00
+4.815000E+00,+180.905E-03,+1.386935E+00
+4.820000E+00,+160.804E-03,+1.366834E+00
+4.825000E+00,+130.653E-03,+1.467337E+00
+4.830000E+00,+160.804E-03,+1.628141E+00
+4.835000E+00,+190.955E-03,+1.809045E+00
+4.840000E+00,+160.804E-03,+1.768844E+00
+4.845000E+00,+130.653E-03,+1.879397E+00
+4.850000E+00,+201.005E-03,+1.989950E+00
+4.855000E+00,+231.156E-03,+1.969849E+00
+4.860000E+00,+281.407E-03,+2.130653E+00
+4.865000E+00,+281.407E-03,+2.261307E+00
+4.870000E+00,+341.709E-03,+2.331658E+00
+4.875000E+00,+331.658E-03,+2.402010E+00
+4.880000E+00,+442.211E-03,+2.452261E+00
+4.885000E+00,+492.462E-03,+2.542714E+00
+4.890000E+00,+562.814E-03,+2.653266E+00
+4.895000E+00,+562.814E-03,+2.633166E+00
+4.900000E+00,+643.216E-03,+2.773869E+00
+4.905000E+00,+773.869E-03,+2.814070E+00
+4.910000E+00,+783.920E-03,+2.793970E+00
+4.915000E+00,+854.271E-03,+2.854271E+00
+4.920000E+00,+1.005025E+00,+2.974874E+00
+4.925000E+00,+1.095477E+00,+3.015075E+00
+4.930000E+00,+1.105528E+00,+2.994975E+00
+4.935000E+00,+1.236181E+00,+3.065327E+00
+4.940000E+00,+1.366834E+00,+3.095477E+00
+4.945000E+00,+1.366834E+00,+3.095477E+00
+4.950000E+00,+1.467337E+00,+3.135678E+00
+4.955000E+00,+1.597990E+00,+3.135678E+00
+4.960000E+00,+1.768844E+00,+3.135678E+00
+4.965000E+00,+1.758794E+00,+3.145729E+00
+4.970000E+00,+1.869347E+00,+3.115578E+00
+4.975000E+00,+2.040201E+00,+3.105528E+00
+4.980000E+00,+2.050251E+00,+3.135678E+00
+4.985000E+00,+2.170854E+00,+3.095477E+00
+4.990000E+00,+2.271357E+00,+3.055276E+00
+4.995000E+00,+2.402010E+00,+3.025126E+00
