t, i, q
-1.100100E+00,-38.693E-03,-18.090E-03
-1.097600E+00,-40.201E-03,-18.090E-03
-1.095100E+00,-39.698E-03,-18.593E-03
-1.092600E+00,-40.201E-03,-23.116E-03
-1.090100E+00,-38.191E-03,-23.618E-03
-1.087600E+00,-40.201E-03,-22.111E-03
-1.085100E+00,-40.201E-03,-28.141E-03
-1.082600E+00,-42.211E-03,-28.141E-03
-1.080100E+00,-38.191E-03,-33.166E-03
-1.077600E+00,-40.201E-03,-30.151E-03
-1.075100E+00,-41.709E-03,-33.668E-03
-1.072600E+00,-38.191E-03,-38.191E-03
-1.070100E+00,-38.693E-03,-38.191E-03
-1.067600E+00,-38.191E-03,-36.181E-03
-1.065100E+00,-36.683E-03,-42.211E-03
-1.062600E+00,-37.186E-03,-43.216E-03
-1.060100E+00,-36.683E-03,-42.714E-03
-1.057600E+00,-38.191E-03,-44.221E-03
-1.055100E+00,-36.181E-03,-47.739E-03
-1.052600E+00,-38.191E-03,-48.241E-03
-1.050100E+00,-36.181E-03,-50.754E-03
-1.047600E+00,-34.171E-03,-50.251E-03
-1.045100E+00,-32.663E-03,-54.271E-03
-1.042600E+00,-33.166E-03,-55.276E-03
-1.040100E+00,-34.171E-03,-55.276E-03
-1.037600E+00,-30.151E-03,-58.291E-03
-1.035100E+00,-31.658E-03,-58.794E-03
-1.032600E+00,-33.166E-03,-60.302E-03
-1.030100E+00,-29.648E-03,-62.814E-03
-1.027600E+00,-28.141E-03,-62.312E-03
-1.025100E+00,-28.141E-03,-61.809E-03
-1.022600E+00,-25.126E-03,-66.332E-03
-1.020100E+00,-25.628E-03,-67.337E-03
-1.017600E+00,-24.121E-03,-70.352E-03
-1.015100E+00,-24.121E-03,-69.849E-03
-1.012600E+00,-23.116E-03,-69.347E-03
-1.010100E+00,-20.603E-03,-73.869E-03
-1.007600E+00,-18.090E-03,-74.372E-03
-1.005100E+00,-19.598E-03,-72.362E-03
-1.002600E+00,-14.070E-03,-78.392E-03
-1.000100E+00,-17.085E-03,-74.874E-03
-997.600E-03,-18.090E-03,-74.372E-03
-995.100E-03,-14.070E-03,-77.889E-03
-992.600E-03,-14.070E-03,-80.402E-03
-990.100E-03,-15.578E-03,-78.392E-03
-987.600E-03,-8.040E-03,-82.412E-03
-985.100E-03,-10.050E-03,-81.910E-03
-982.600E-03,-7.035E-03,-83.417E-03
-980.100E-03,-7.538E-03,-83.920E-03
-977.600E-03,-8.040E-03,-82.412E-03
-975.100E-03,-2.010E-03,-84.925E-03
-972.600E-03,-2.010E-03,-85.427E-03
-970.100E-03,-4.020E-03,-84.422E-03
-967.600E-03,+0.0E+00,-88.442E-03
-965.100E-03,+2.010E-03,-87.940E-03
-962.600E-03,+2.010E-03,-87.437E-03
-960.100E-03,+6.030E-03,-87.940E-03
-957.600E-03,+4.020E-03,-88.442E-03
-955.100E-03,+5.528E-03,-85.930E-03
-952.600E-03,+10.050E-03,-89.447E-03
-950.100E-03,+11.055E-03,-86.935E-03
-947.600E-03,+14.070E-03,-88.442E-03
-945.100E-03,+14.070E-03,-87.940E-03
-942.600E-03,+14.070E-03,-90.452E-03
-940.100E-03,+16.583E-03,-89.950E-03
-937.600E-03,+16.080E-03,-88.442E-03
-935.100E-03,+19.095E-03,-88.442E-03
-932.600E-03,+21.106E-03,-90.452E-03
-930.100E-03,+21.608E-03,-91.457E-03
-927.600E-03,+20.101E-03,-88.442E-03
-925.100E-03,+24.121E-03,-88.945E-03
-922.600E-03,+24.121E-03,-89.447E-03
-920.100E-03,+28.643E-03,-88.945E-03
-917.600E-03,+32.161E-03,-86.432E-03
-915.100E-03,+29.648E-03,-88.945E-03
-912.600E-03,+32.161E-03,-89.447E-03
-910.100E-03,+34.171E-03,-88.442E-03
-907.600E-03,+34.171E-03,-88.442E-03
-905.100E-03,+37.186E-03,-84.925E-03
-902.600E-03,+38.191E-03,-85.427E-03
-900.100E-03,+38.191E-03,-88.442E-03
-897.600E-03,+42.211E-03,-86.432E-03
-895.100E-03,+41.709E-03,-84.925E-03
-892.600E-03,+43.216E-03,-86.432E-03
-890.100E-03,+44.724E-03,-83.417E-03
-887.600E-03,+46.231E-03,-86.432E-03
-885.100E-03,+46.734E-03,-82.412E-03
-882.600E-03,+49.246E-03,-82.412E-03
-880.100E-03,+48.241E-03,-82.412E-03
-877.600E-03,+52.261E-03,-80.402E-03
-875.100E-03,+52.261E-03,-78.392E-03
-872.600E-03,+52.261E-03,-80.402E-03
-870.100E-03,+56.784E-03,-76.884E-03
-867.600E-03,+58.291E-03,-76.382E-03
-865.100E-03,+56.281E-03,-76.382E-03
-862.600E-03,+60.302E-03,-75.377E-03
-860.100E-03,+60.302E-03,-74.372E-03
-857.600E-03,+58.291E-03,-74.372E-03
-855.100E-03,+63.317E-03,-73.869E-03
-852.600E-03,+64.322E-03,-72.362E-03
-850.100E-03,+66.332E-03,-69.849E-03
-847.600E-03,+64.322E-03,-68.342E-03
-845.100E-03,+66.332E-03,-70.352E-03
-842.600E-03,+68.342E-03,-67.337E-03
-840.100E-03,+67.839E-03,-66.332E-03
-837.600E-03,+68.342E-03,-68.342E-03
-835.100E-03,+72.362E-03,-62.312E-03
-832.600E-03,+71.357E-03,-63.317E-03
-830.100E-03,+70.854E-03,-63.819E-03
-827.600E-03,+74.372E-03,-56.281E-03
-825.100E-03,+75.879E-03,-57.789E-03
-822.600E-03,+75.377E-03,-55.276E-03
-820.100E-03,+75.879E-03,-54.271E-03
-817.600E-03,+78.392E-03,-52.261E-03
-815.100E-03,+78.392E-03,-51.759E-03
-812.600E-03,+78.392E-03,-49.246E-03
-810.100E-03,+78.894E-03,-51.256E-03
-807.600E-03,+80.402E-03,-48.241E-03
-805.100E-03,+82.412E-03,-48.241E-03
-802.600E-03,+79.397E-03,-48.241E-03
-800.100E-03,+82.412E-03,-39.698E-03
-797.600E-03,+82.412E-03,-40.201E-03
-795.100E-03,+80.402E-03,-43.719E-03
-792.600E-03,+81.407E-03,-36.181E-03
-790.100E-03,+79.397E-03,-37.688E-03
-787.600E-03,+84.422E-03,-34.171E-03
-785.100E-03,+83.920E-03,-34.171E-03
-782.600E-03,+83.417E-03,-33.166E-03
-780.100E-03,+84.422E-03,-30.151E-03
-777.600E-03,+84.422E-03,-28.141E-03
-775.100E-03,+84.422E-03,-29.146E-03
-772.600E-03,+84.422E-03,-26.131E-03
-770.100E-03,+85.427E-03,-24.623E-03
-767.600E-03,+84.422E-03,-26.131E-03
-765.100E-03,+85.930E-03,-20.101E-03
-762.600E-03,+85.427E-03,-19.095E-03
-760.100E-03,+82.915E-03,-16.080E-03
-757.600E-03,+86.432E-03,-14.070E-03
-755.100E-03,+86.432E-03,-15.578E-03
-752.600E-03,+83.417E-03,-10.050E-03
-750.100E-03,+82.915E-03,-12.060E-03
-747.600E-03,+82.412E-03,-10.050E-03
-745.100E-03,+82.915E-03,-7.538E-03
-742.600E-03,+83.417E-03,-8.040E-03
-740.100E-03,+83.920E-03,-6.030E-03
-737.600E-03,+80.402E-03,-4.020E-03
-735.100E-03,+82.412E-03,-503E-06
-732.600E-03,+82.412E-03,-4.020E-03
-730.100E-03,+80.905E-03,+1.508E-03
-727.600E-03,+82.412E-03,+0.0E+00
-725.100E-03,+78.392E-03,+6.030E-03
-722.600E-03,+80.402E-03,+5.025E-03
-720.100E-03,+80.402E-03,+5.528E-03
-717.600E-03,+76.382E-03,+10.050E-03
-715.100E-03,+79.899E-03,+8.543E-03
-712.600E-03,+78.392E-03,+9.045E-03
-710.100E-03,+74.372E-03,+14.070E-03
-707.600E-03,+74.372E-03,+14.070E-03
-705.100E-03,+74.874E-03,+12.563E-03
-702.600E-03,+72.362E-03,+18.090E-03
-700.100E-03,+73.869E-03,+17.588E-03
-697.600E-03,+74.372E-03,+18.090E-03
-695.100E-03,+72.362E-03,+20.101E-03
-692.600E-03,+70.352E-03,+21.106E-03
-690.100E-03,+67.839E-03,+25.628E-03
-687.600E-03,+68.342E-03,+24.121E-03
-685.100E-03,+68.342E-03,+22.613E-03
-682.600E-03,+64.322E-03,+29.146E-03
-680.100E-03,+64.824E-03,+25.628E-03
-677.600E-03,+66.332E-03,+30.151E-03
-675.100E-03,+61.307E-03,+29.648E-03
-672.600E-03,+61.307E-03,+31.156E-03
-670.100E-03,+60.302E-03,+30.151E-03
-667.600E-03,+62.312E-03,+30.151E-03
-665.100E-03,+58.291E-03,+32.161E-03
-662.600E-03,+55.276E-03,+32.161E-03
-660.100E-03,+53.769E-03,+34.673E-03
-657.600E-03,+54.271E-03,+36.181E-03
-655.100E-03,+50.251E-03,+37.688E-03
-652.600E-03,+51.256E-03,+36.181E-03
-650.100E-03,+50.754E-03,+37.688E-03
-647.600E-03,+44.221E-03,+38.191E-03
-645.100E-03,+47.236E-03,+39.698E-03
-642.600E-03,+45.226E-03,+40.201E-03
-640.100E-03,+44.221E-03,+40.704E-03
-637.600E-03,+44.221E-03,+38.191E-03
-635.100E-03,+43.719E-03,+40.201E-03
-632.600E-03,+39.196E-03,+40.201E-03
-630.100E-03,+40.201E-03,+40.704E-03
-627.600E-03,+36.181E-03,+44.221E-03
-625.100E-03,+34.171E-03,+42.211E-03
-622.600E-03,+35.176E-03,+41.206E-03
-620.100E-03,+30.653E-03,+42.714E-03
-617.600E-03,+32.161E-03,+46.231E-03
-615.100E-03,+30.151E-03,+42.714E-03
-612.600E-03,+28.141E-03,+44.221E-03
-610.100E-03,+25.126E-03,+44.221E-03
-607.600E-03,+28.141E-03,+42.211E-03
-605.100E-03,+20.603E-03,+43.719E-03
-602.600E-03,+23.116E-03,+42.211E-03
-600.100E-03,+24.121E-03,+42.714E-03
-597.600E-03,+20.101E-03,+42.211E-03
-595.100E-03,+17.588E-03,+42.714E-03
-592.600E-03,+14.070E-03,+42.211E-03
-590.100E-03,+14.070E-03,+40.704E-03
-587.600E-03,+14.070E-03,+44.221E-03
-585.100E-03,+10.553E-03,+43.719E-03
-582.600E-03,+10.050E-03,+42.211E-03
-580.100E-03,+12.060E-03,+42.211E-03
-577.600E-03,+6.030E-03,+38.191E-03
-575.100E-03,+8.543E-03,+41.206E-03
-572.600E-03,+6.030E-03,+41.206E-03
-570.100E-03,+4.523E-03,+39.698E-03
-567.600E-03,+2.010E-03,+40.201E-03
-565.100E-03,+0.0E+00,+36.181E-03
-562.600E-03,-2.010E-03,+39.196E-03
-560.100E-03,-1.508E-03,+37.688E-03
-557.600E-03,-6.030E-03,+36.181E-03
-555.100E-03,-5.528E-03,+34.673E-03
-552.600E-03,-5.025E-03,+36.181E-03
-550.100E-03,-8.040E-03,+33.668E-03
-547.600E-03,-8.040E-03,+36.181E-03
-545.100E-03,-7.538E-03,+34.171E-03
-542.600E-03,-10.050E-03,+30.151E-03
-540.100E-03,-11.558E-03,+30.151E-03
-537.600E-03,-10.050E-03,+30.151E-03
-535.100E-03,-14.573E-03,+26.633E-03
-532.600E-03,-14.070E-03,+29.146E-03
-530.100E-03,-16.080E-03,+25.126E-03
-527.600E-03,-18.090E-03,+26.131E-03
-525.100E-03,-18.090E-03,+25.628E-03
-522.600E-03,-20.101E-03,+22.111E-03
-520.100E-03,-21.608E-03,+23.618E-03
-517.600E-03,-20.101E-03,+22.111E-03
-515.100E-03,-22.111E-03,+16.583E-03
-512.600E-03,-21.106E-03,+19.095E-03
-510.100E-03,-22.613E-03,+18.593E-03
-507.600E-03,-24.121E-03,+16.080E-03
-505.100E-03,-26.131E-03,+17.588E-03
-502.600E-03,-24.121E-03,+16.080E-03
-500.100E-03,-28.643E-03,+12.563E-03
-497.600E-03,-26.131E-03,+10.050E-03
-495.100E-03,-27.136E-03,+8.040E-03
-492.600E-03,-30.151E-03,+9.045E-03
-490.100E-03,-30.151E-03,+6.030E-03
-487.600E-03,-32.161E-03,+6.030E-03
-485.100E-03,-29.146E-03,+4.523E-03
-482.600E-03,-31.156E-03,+4.020E-03
-480.100E-03,-33.668E-03,-503E-06
-477.600E-03,-34.171E-03,+2.010E-03
-475.100E-03,-33.668E-03,+0.0E+00
-472.600E-03,-35.176E-03,-2.010E-03
-470.100E-03,-34.171E-03,-3.015E-03
-467.600E-03,-36.181E-03,-4.020E-03
-465.100E-03,-35.678E-03,-8.040E-03
-462.600E-03,-35.176E-03,-6.030E-03
-460.100E-03,-36.181E-03,-11.558E-03
-457.600E-03,-36.181E-03,-12.060E-03
-455.100E-03,-36.181E-03,-10.050E-03
-452.600E-03,-37.186E-03,-15.075E-03
-450.100E-03,-36.181E-03,-17.085E-03
-447.600E-03,-38.191E-03,-16.080E-03
-445.100E-03,-28.643E-03,+12.060E-03
-442.600E-03,-31.156E-03,+12.060E-03
-440.100E-03,-30.151E-03,+12.060E-03
-437.600E-03,-32.161E-03,+8.040E-03
-435.100E-03,-34.171E-03,+7.035E-03
-432.600E-03,-31.156E-03,+8.040E-03
-430.100E-03,-34.171E-03,+5.528E-03
-427.600E-03,-32.161E-03,+6.030E-03
-425.100E-03,-37.186E-03,+2.010E-03
-422.600E-03,-36.181E-03,+0.0E+00
-420.100E-03,-36.181E-03,-503E-06
-417.600E-03,-38.191E-03,-2.010E-03
-415.100E-03,-39.698E-03,-5.528E-03
-412.600E-03,-37.186E-03,-5.025E-03
-410.100E-03,-39.698E-03,-8.543E-03
-407.600E-03,-38.191E-03,-8.040E-03
-405.100E-03,-40.201E-03,-10.050E-03
-402.600E-03,-40.201E-03,-14.070E-03
-400.100E-03,-41.709E-03,-12.563E-03
-397.600E-03,-38.191E-03,-14.070E-03
-395.100E-03,-40.201E-03,-19.095E-03
-392.600E-03,-38.191E-03,-20.101E-03
-390.100E-03,-40.704E-03,-22.111E-03
-387.600E-03,-40.201E-03,-22.111E-03
-385.100E-03,-40.201E-03,-22.111E-03
-382.600E-03,-40.201E-03,-27.136E-03
-380.100E-03,-42.211E-03,-26.633E-03
-377.600E-03,-42.211E-03,-28.141E-03
-375.100E-03,-40.201E-03,-31.658E-03
-372.600E-03,-41.206E-03,-32.161E-03
-370.100E-03,-39.698E-03,-35.678E-03
-367.600E-03,-40.201E-03,-38.191E-03
-365.100E-03,-41.709E-03,-35.176E-03
-362.600E-03,-39.196E-03,-36.181E-03
-360.100E-03,-35.176E-03,-42.211E-03
-357.600E-03,-36.181E-03,-44.221E-03
-355.100E-03,-36.181E-03,-46.231E-03
-352.600E-03,-35.176E-03,-47.236E-03
-350.100E-03,-35.678E-03,-46.231E-03
-347.600E-03,-36.181E-03,-52.261E-03
-345.100E-03,-35.678E-03,-50.754E-03
-342.600E-03,-36.181E-03,-51.256E-03
-340.100E-03,-33.668E-03,-54.271E-03
-337.600E-03,-32.161E-03,-56.281E-03
-335.100E-03,-34.171E-03,-55.779E-03
-332.600E-03,-32.161E-03,-58.291E-03
-330.100E-03,-30.653E-03,-59.296E-03
-327.600E-03,-30.151E-03,-58.291E-03
-325.100E-03,-27.638E-03,-63.819E-03
-322.600E-03,-30.151E-03,-62.312E-03
-320.100E-03,-24.121E-03,-66.332E-03
-317.600E-03,-26.131E-03,-64.322E-03
-315.100E-03,-27.136E-03,-64.824E-03
-312.600E-03,-23.116E-03,-70.352E-03
-310.100E-03,-23.116E-03,-70.352E-03
-307.600E-03,-24.121E-03,-72.362E-03
-305.100E-03,-20.603E-03,-72.362E-03
-302.600E-03,-19.095E-03,-72.362E-03
-300.100E-03,-20.101E-03,-72.864E-03
-297.600E-03,-18.090E-03,-76.382E-03
-295.100E-03,-18.090E-03,-74.874E-03
-292.600E-03,-17.085E-03,-76.382E-03
-290.100E-03,-13.568E-03,-78.392E-03
-287.600E-03,-12.060E-03,-78.392E-03
-285.100E-03,-10.553E-03,-83.417E-03
-282.600E-03,-10.050E-03,-81.407E-03
-280.100E-03,-9.045E-03,-80.402E-03
-277.600E-03,-8.040E-03,-82.412E-03
-275.100E-03,-6.030E-03,-82.412E-03
-272.600E-03,-7.035E-03,-81.407E-03
-270.100E-03,-2.010E-03,-84.422E-03
-267.600E-03,-2.010E-03,-84.422E-03
-265.100E-03,-4.523E-03,-87.437E-03
-262.600E-03,+2.010E-03,-87.437E-03
-260.100E-03,+1.508E-03,-84.422E-03
-257.600E-03,-2.010E-03,-90.452E-03
-255.100E-03,+6.533E-03,-85.930E-03
-252.600E-03,+5.025E-03,-88.442E-03
-250.100E-03,+9.548E-03,-89.950E-03
-247.600E-03,+8.040E-03,-88.442E-03
-245.100E-03,+7.035E-03,-86.935E-03
-242.600E-03,+11.055E-03,-88.442E-03
-240.100E-03,+13.568E-03,-88.442E-03
-237.600E-03,+14.070E-03,-88.442E-03
-235.100E-03,+19.598E-03,-91.457E-03
-232.600E-03,+15.075E-03,-89.447E-03
-230.100E-03,+18.090E-03,-88.945E-03
-227.600E-03,+22.111E-03,-90.452E-03
-225.100E-03,+20.603E-03,-91.457E-03
-222.600E-03,+27.136E-03,-88.442E-03
-220.100E-03,+24.121E-03,-91.960E-03
-217.600E-03,+26.131E-03,-90.452E-03
-215.100E-03,+29.648E-03,-88.442E-03
-212.600E-03,+30.151E-03,-88.442E-03
-210.100E-03,+30.151E-03,-89.950E-03
-207.600E-03,+36.181E-03,-88.442E-03
-205.100E-03,+33.668E-03,-89.950E-03
-202.600E-03,+33.166E-03,-88.442E-03
-200.100E-03,+37.186E-03,-86.935E-03
-197.600E-03,+38.191E-03,-88.442E-03
-195.100E-03,+37.186E-03,-89.447E-03
-192.600E-03,+42.211E-03,-86.432E-03
-190.100E-03,+42.211E-03,-86.432E-03
-187.600E-03,+46.231E-03,-84.422E-03
-185.100E-03,+46.734E-03,-82.915E-03
-182.600E-03,+46.231E-03,-84.422E-03
-180.100E-03,+47.236E-03,-82.412E-03
-177.600E-03,+48.241E-03,-82.412E-03
-175.100E-03,+50.251E-03,-80.402E-03
-172.600E-03,+52.261E-03,-80.402E-03
-170.100E-03,+52.261E-03,-80.402E-03
-167.600E-03,+54.271E-03,-80.402E-03
-165.100E-03,+56.281E-03,-76.382E-03
-162.600E-03,+56.281E-03,-77.387E-03
-160.100E-03,+60.302E-03,-76.382E-03
-157.600E-03,+60.302E-03,-74.372E-03
-155.100E-03,+58.291E-03,-75.879E-03
-152.600E-03,+62.312E-03,-73.367E-03
-150.100E-03,+63.819E-03,-73.367E-03
-147.600E-03,+62.312E-03,-70.352E-03
-145.100E-03,+66.332E-03,-68.342E-03
-142.600E-03,+64.322E-03,-69.347E-03
-140.100E-03,+65.327E-03,-68.342E-03
-137.600E-03,+68.342E-03,-68.342E-03
-135.100E-03,+68.844E-03,-65.829E-03
-132.600E-03,+67.337E-03,-67.337E-03
-130.100E-03,+71.859E-03,-63.819E-03
-127.600E-03,+70.352E-03,-62.312E-03
-125.100E-03,+74.372E-03,-58.291E-03
-122.600E-03,+74.372E-03,-57.286E-03
-120.100E-03,+73.869E-03,-58.794E-03
-117.600E-03,+78.392E-03,-54.271E-03
-115.100E-03,+74.874E-03,-55.779E-03
-112.600E-03,+78.392E-03,-55.276E-03
-110.100E-03,+78.392E-03,-50.754E-03
-107.600E-03,+80.402E-03,-50.251E-03
-105.100E-03,+78.894E-03,-50.251E-03
-102.600E-03,+81.407E-03,-46.231E-03
-100.100E-03,+78.894E-03,-45.226E-03
-97.600E-03,+80.402E-03,-50.251E-03
-95.100E-03,+81.910E-03,-42.211E-03
-92.600E-03,+81.407E-03,-41.206E-03
-90.100E-03,+83.920E-03,-38.191E-03
-87.600E-03,+80.402E-03,-38.191E-03
-85.100E-03,+83.920E-03,-38.191E-03
-82.600E-03,+82.412E-03,-34.171E-03
-80.100E-03,+84.422E-03,-33.668E-03
-77.600E-03,+82.412E-03,-32.161E-03
-75.100E-03,+85.427E-03,-29.648E-03
-72.600E-03,+83.417E-03,-28.141E-03
-70.100E-03,+84.422E-03,-28.643E-03
-67.600E-03,+84.422E-03,-26.131E-03
-65.100E-03,+85.930E-03,-23.618E-03
-62.600E-03,+85.427E-03,-18.090E-03
-60.100E-03,+85.930E-03,-19.598E-03
-57.600E-03,+84.422E-03,-20.101E-03
-55.100E-03,+84.925E-03,-16.080E-03
-52.600E-03,+85.427E-03,-17.085E-03
-50.100E-03,+84.422E-03,-16.080E-03
-47.600E-03,+84.422E-03,-16.080E-03
-45.100E-03,+82.915E-03,-12.060E-03
-42.600E-03,+84.422E-03,-11.055E-03
-40.100E-03,+84.422E-03,-6.533E-03
-37.600E-03,+82.412E-03,-6.030E-03
-35.100E-03,+82.412E-03,-9.045E-03
-32.600E-03,+82.412E-03,-1.005E-03
-30.100E-03,+80.402E-03,-1.508E-03
-27.600E-03,+78.392E-03,+2.010E-03
-25.100E-03,+80.402E-03,+0.0E+00
-22.600E-03,+80.402E-03,+1.005E-03
-20.100E-03,+80.402E-03,+8.040E-03
-17.600E-03,+78.392E-03,+10.050E-03
-15.100E-03,+80.402E-03,+6.030E-03
-12.600E-03,+77.387E-03,+9.045E-03
-10.100E-03,+76.382E-03,+10.050E-03
-7.600E-03,+76.382E-03,+10.050E-03
-5.100E-03,+74.874E-03,+12.563E-03
-2.600E-03,+74.372E-03,+14.070E-03
-100E-06,+75.879E-03,+14.070E-03
+2.400E-03,+74.372E-03,+16.080E-03
+4.900E-03,+73.869E-03,+18.090E-03
+7.400E-03,+70.352E-03,+21.106E-03
+9.900E-03,+71.859E-03,+23.116E-03
+12.400E-03,+70.352E-03,+22.111E-03
+14.900E-03,+66.834E-03,+24.623E-03
+17.400E-03,+67.337E-03,+26.131E-03
+19.900E-03,+67.839E-03,+24.623E-03
+22.400E-03,+64.322E-03,+28.141E-03
+24.900E-03,+63.819E-03,+28.141E-03
+27.400E-03,+65.327E-03,+28.141E-03
+29.900E-03,+62.312E-03,+30.151E-03
+32.400E-03,+60.302E-03,+30.151E-03
+34.900E-03,+56.784E-03,+32.663E-03
+37.400E-03,+56.281E-03,+33.166E-03
+39.900E-03,+58.291E-03,+33.668E-03
+42.400E-03,+56.281E-03,+38.191E-03
+44.900E-03,+53.769E-03,+34.673E-03
+47.400E-03,+55.276E-03,+33.166E-03
+49.900E-03,+49.749E-03,+34.673E-03
+52.400E-03,+52.261E-03,+38.191E-03
+54.900E-03,+52.261E-03,+36.181E-03
+57.400E-03,+47.236E-03,+39.196E-03
+59.900E-03,+47.236E-03,+39.698E-03
+62.400E-03,+48.241E-03,+38.191E-03
+64.900E-03,+42.211E-03,+40.201E-03
+67.400E-03,+43.216E-03,+41.206E-03
+69.900E-03,+39.698E-03,+40.201E-03
+72.400E-03,+38.191E-03,+42.211E-03
+74.900E-03,+38.191E-03,+42.211E-03
+77.400E-03,+34.171E-03,+42.211E-03
+79.900E-03,+34.171E-03,+42.714E-03
+82.400E-03,+34.171E-03,+44.221E-03
+84.900E-03,+32.663E-03,+43.719E-03
+87.400E-03,+30.151E-03,+42.211E-03
+89.900E-03,+31.658E-03,+43.719E-03
+92.400E-03,+26.131E-03,+44.221E-03
+94.900E-03,+26.633E-03,+40.704E-03
+97.400E-03,+24.121E-03,+43.216E-03
+99.900E-03,+22.111E-03,+43.719E-03
+102.400E-03,+22.111E-03,+46.231E-03
+104.900E-03,+16.080E-03,+42.714E-03
+107.400E-03,+20.101E-03,+42.211E-03
+109.900E-03,+18.090E-03,+43.719E-03
+112.400E-03,+14.070E-03,+44.221E-03
+114.900E-03,+16.080E-03,+43.719E-03
+117.400E-03,+14.070E-03,+42.211E-03
+119.900E-03,+12.060E-03,+42.211E-03
+122.400E-03,+12.060E-03,+42.211E-03
+124.900E-03,+9.548E-03,+43.216E-03
+127.400E-03,+7.035E-03,+40.201E-03
+129.900E-03,+7.035E-03,+40.201E-03
+132.400E-03,+0.0E+00,+38.191E-03
+134.900E-03,+1.508E-03,+39.698E-03
+137.400E-03,+2.010E-03,+38.191E-03
+139.900E-03,+0.0E+00,+36.683E-03
+142.400E-03,-0.0E+00,+36.181E-03
+144.900E-03,-2.010E-03,+36.683E-03
+147.400E-03,-3.015E-03,+36.181E-03
+149.900E-03,-4.523E-03,+36.181E-03
+152.400E-03,-4.020E-03,+36.181E-03
+154.900E-03,-8.543E-03,+34.171E-03
+157.400E-03,-9.045E-03,+32.161E-03
+159.900E-03,-6.533E-03,+33.668E-03
+162.400E-03,-10.050E-03,+30.151E-03
+164.900E-03,-11.558E-03,+30.151E-03
+167.400E-03,-14.070E-03,+28.141E-03
+169.900E-03,-15.578E-03,+30.151E-03
+172.400E-03,-16.080E-03,+28.141E-03
+174.900E-03,-16.583E-03,+27.136E-03
+177.400E-03,-17.085E-03,+26.131E-03
+179.900E-03,-19.598E-03,+26.131E-03
+182.400E-03,-22.111E-03,+20.101E-03
+184.900E-03,-21.608E-03,+21.608E-03
+187.400E-03,-20.101E-03,+21.106E-03
+189.900E-03,-21.608E-03,+17.085E-03
+192.400E-03,-22.111E-03,+20.101E-03
+194.900E-03,-23.116E-03,+14.573E-03
+197.400E-03,-25.126E-03,+14.070E-03
+199.900E-03,-24.623E-03,+16.080E-03
+202.400E-03,-28.141E-03,+10.050E-03
+204.900E-03,-26.131E-03,+10.553E-03
+207.400E-03,-28.141E-03,+13.065E-03
+209.900E-03,-28.141E-03,+6.030E-03
+212.400E-03,-30.151E-03,+6.030E-03
+214.900E-03,-31.658E-03,+7.035E-03
+217.400E-03,-30.151E-03,+5.025E-03
+219.900E-03,-30.653E-03,+4.020E-03
+222.400E-03,-32.161E-03,+4.020E-03
+224.900E-03,-32.663E-03,+1.508E-03
+227.400E-03,-32.161E-03,+0.0E+00
+229.900E-03,-30.653E-03,+503E-06
+232.400E-03,-34.171E-03,-4.020E-03
+234.900E-03,-33.166E-03,-4.020E-03
+237.400E-03,-35.176E-03,-6.030E-03
+239.900E-03,-36.181E-03,-8.040E-03
+242.400E-03,-34.171E-03,-6.030E-03
+244.900E-03,-36.181E-03,-10.553E-03
+247.400E-03,-35.176E-03,-13.065E-03
+249.900E-03,-38.191E-03,-11.558E-03
+252.400E-03,-36.181E-03,-18.090E-03
+254.900E-03,-36.181E-03,-15.578E-03
+257.400E-03,-36.181E-03,-15.075E-03
+259.900E-03,-32.663E-03,+12.563E-03
+262.400E-03,-28.141E-03,+12.060E-03
+264.900E-03,-30.151E-03,+10.553E-03
+267.400E-03,-33.166E-03,+5.025E-03
+269.900E-03,-32.663E-03,+8.040E-03
+272.400E-03,-32.161E-03,+4.020E-03
+274.900E-03,-34.171E-03,+4.523E-03
+277.400E-03,-34.171E-03,+3.015E-03
+279.900E-03,-36.683E-03,+1.508E-03
+282.400E-03,-38.191E-03,+0.0E+00
+284.900E-03,-36.181E-03,-1.005E-03
+287.400E-03,-38.191E-03,-6.030E-03
+289.900E-03,-38.191E-03,-5.528E-03
+292.400E-03,-38.191E-03,-4.020E-03
+294.900E-03,-38.693E-03,-8.040E-03
+297.400E-03,-38.191E-03,-9.045E-03
+299.900E-03,-40.201E-03,-8.543E-03
+302.400E-03,-40.201E-03,-16.080E-03
+304.900E-03,-37.186E-03,-15.578E-03
+307.400E-03,-39.196E-03,-18.090E-03
+309.900E-03,-41.709E-03,-18.593E-03
+312.400E-03,-40.201E-03,-18.090E-03
+314.900E-03,-40.201E-03,-24.121E-03
+317.400E-03,-40.201E-03,-23.116E-03
+319.900E-03,-40.201E-03,-24.121E-03
+322.400E-03,-38.191E-03,-28.141E-03
+324.900E-03,-38.191E-03,-27.638E-03
+327.400E-03,-41.206E-03,-28.141E-03
+329.900E-03,-38.693E-03,-33.668E-03
+332.400E-03,-40.201E-03,-30.151E-03
+334.900E-03,-36.181E-03,-37.688E-03
+337.400E-03,-41.206E-03,-37.186E-03
+339.900E-03,-38.191E-03,-38.191E-03
+342.400E-03,-36.181E-03,-42.211E-03
+344.900E-03,-38.191E-03,-40.201E-03
+347.400E-03,-38.191E-03,-41.206E-03
+349.900E-03,-37.186E-03,-47.236E-03
