#Data before trigger:
1256,1271,14506872
1285,1277,14506876
1278,1268,14506880
1274,1275,14506884
1270,1271,14506889
1272,1272,14506893
1271,1272,14506897
1272,1273,14506901
1279,1253,14506905
1277,1280,14506909
1275,1273,14506913
1271,1269,14506917
1272,1273,14506921
1273,1273,14506925
1272,1273,14506930
1272,1258,14506934
1277,1285,14506938
1267,1267,14506942
1272,1276,14506946
1270,1273,14506950
1272,1273,14506954
1271,1272,14506958
1272,1271,14506962
1253,1282,14506967
1280,1281,14506971
1271,1270,14506975
1269,1271,14506979
1271,1273,14506983
1272,1272,14506987
1272,1271,14506991
1259,1273,14506995
1285,1279,14507001
1264,1273,14507005
1269,1273,14507009
1271,1271,14507013
1272,1273,14507018
1273,1274,14507022
1258,1256,14507026
1281,1285,14507030
1274,1282,14507034
1268,1272,14507038
1273,1274,14507042
1271,1272,14507046
1273,1272,14507050
1270,1272,14507054
1273,1260,14507058
1277,1278,14507062
1273,1272,14507067
1269,1272,14507071
1271,1273,14507075
1270,1272,14507079
1271,1273,14507083
1271,1263,14507087
1281,1285,14507091
1276,1268,14507095
1268,1272,14507099
1271,1274,14507103
1272,1272,14507107
1271,1272,14507111
1272,1272,14507115
1268,1264,14507119
1279,1279,14507124
1265,1274,14507128
1271,1274,14507132
1269,1272,14507136
1272,1273,14507140
1272,1272,14507144
1271,1274,14507148
1269,1288,14507152
1278,1281,14507156
1270,1266,14507160
1274,1272,14507164
1269,1270,14507168
1272,1273,14507172
1273,1271,14507176
1271,1273,14507181
1288,1273,14507185
1279,1272,14507189
1271,1270,14507193
1271,1272,14507197
1271,1273,14507201
1270,1275,14507205
1271,1272,14507209
1272,1275,14507213
1278,1288,14507217
1274,1266,14507221
1266,1271,14507225
1271,1273,14507229
1272,1271,14507233
1272,1272,14507238
1272,1274,14507242
1275,1277,14507246
1278,1281,14507250
1265,1269,14507254
1270,1274,14507258
1269,1273,14507262
1272,1273,14507266
1271,1273,14507270
1272,1273,14507274
1277,1284,14507278
1281,1279,14507282
1268,1272,14507286
1273,1272,14507290
1271,1271,14507295
1272,1273,14507299
1271,1273,14507303
1278,1273,14507307
1282,1285,14507311
1277,1278,14507315
1266,1272,14507319
1272,1273,14507323
1272,1272,14507327
1271,1272,14507331
1272,1272,14507335
1270,1272,14507339
1284,1286,14507343
1278,1274,14507347
1268,1269,14507352
1272,1271,14507356
1271,1272,14507360
1271,1273,14507364
1271,1274,14507368
1272,1278,14507372
1277,1287,14507376
1271,1274,14507380
1272,1270,14507384
1272,1271,14507388
1271,1271,14507392
1270,1272,14507396
1272,1272,14507400
1280,1290,14507404
1277,1279,14507409
1268,1272,14507413
1272,1271,14507417
1271,1271,14507421
1271,1273,14507425
1272,1272,14507429
1270,1274,14507433
1279,1288,14507437
1278,1280,14507441
1269,1267,14507445
1273,1272,14507449
1269,1270,14507453
1272,1272,14507457
1273,1271,14507461
1277,1273,14507466
1284,1282,14507470
1277,1278,14507474
1268,1270,14507478
1272,1273,14507482
1271,1272,14507486
1270,1274,14507490
1271,1272,14507494
1272,1273,14507498
1283,1287,14507502
1277,1275,14507506
1271,1269,14507510
1271,1271,14507514
1272,1269,14507518
1272,1272,14507523
1273,1273,14507527
1272,1279,14507531
1277,1285,14507535
1270,1274,14507539
1274,1271,14507543
1270,1271,14507547
1271,1272,14507551
1272,1272,14507555
1271,1272,14507559
1278,1288,14507563
1277,1281,14507568
1268,1271,14507572
1273,1273,14507576
1271,1272,14507580
1271,1273,14507584
1272,1275,14507588
1274,1274,14507592
1280,1284,14507596
1274,1278,14507600
1270,1269,14507604
1273,1274,14507609
1272,1272,14507613
1272,1274,14507617
1273,1273,14507621
1273,1274,14507625
1285,1283,14507629
1277,1278,14507633
1268,1273,14507637
1269,1273,14507641
1271,1272,14507646
1272,1274,14507650
1270,1276,14507654
1277,1273,14507658
1284,1278,14507662
1276,1270,14507666
1270,1275,14507670
1268,1273,14507674
1272,1273,14507678
1271,1274,14507683
1271,1272,14507687
#Data after trigger:
1292,1280,14507691
1277,1284,14507693
1269,1278,14507696
1272,1270,14507699
1272,1273,14507702
1270,1272,14507705
1271,1270,14507708
1270,1273,14507711
1274,1272,14507714
1272,1274,14507718
1278,1272,14507720
1286,1282,14507723
1278,1280,14507726
1268,1272,14507729
1270,1271,14507732
1273,1273,14507735
1270,1273,14507738
1272,1271,14507741
1271,1274,14507744
1273,1273,14507747
1273,1274,14507751
1280,1278,14507753
1282,1286,14507756
1278,1278,14507759
1269,1273,14507762
1270,1271,14507765
1273,1273,14507768
1271,1274,14507771
1271,1271,14507774
1271,1274,14507777
1274,1273,14507780
1273,1275,14507784
1285,1281,14507786
1277,1286,14507789
1275,1278,14507792
1269,1272,14507795
1269,1271,14507798
1272,1272,14507801
1270,1274,14507804
1272,1271,14507807
1271,1274,14507810
1274,1273,14507813
1281,1274,14507817
1284,1286,14507819
1277,1280,14507822
1271,1277,14507825
1271,1269,14507828
1272,1272,14507831
1271,1272,14507834
1272,1273,14507837
1272,1271,14507840
1272,1275,14507843
1274,1274,14507846
1285,1282,14507850
1278,1283,14507852
1275,1280,14507855
1269,1274,14507858
1270,1269,14507861
1271,1273,14507864
1272,1272,14507867
1272,1274,14507870
1272,1272,14507873
1272,1274,14507876
1281,1275,14507879
1283,1287,14507883
1277,1278,14507885
1272,1277,14507888
1269,1269,14507891
1273,1270,14507894
1271,1274,14507897
1272,1271,14507900
1272,1274,14507903
1272,1272,14507906
1272,1275,14507909
1287,1281,14507912
1277,1285,14507916
1275,1277,14507918
1269,1275,14507921
1270,1270,14507924
1272,1271,14507927
1271,1273,14507930
1273,1272,14507933
1272,1275,14507936
1273,1272,14507939
1280,1276,14507942
1285,1286,14507945
1277,1279,14507949
1272,1275,14507951
1270,1270,14507954
1272,1272,14507957
1271,1271,14507960
1271,1272,14507963
1273,1272,14507966
1272,1275,14507969
1282,1273,14507972
1283,1281,14507975
1278,1283,14507978
1274,1278,14507982
1269,1271,14507984
1271,1271,14507987
1271,1272,14507990
1271,1271,14507993
1272,1274,14507996
1273,1273,14508001
1272,1279,14508004
1279,1286,14508007
1282,1279,14508010
1278,1274,14508013
1268,1272,14508016
1271,1273,14508019
1271,1273,14508022
1272,1271,14508025
1272,1274,14508028
1271,1273,14508031
1273,1274,14508034
1280,1280,14508037
1283,1283,14508040
1276,1278,14508043
1272,1269,14508046
1269,1273,14508049
1273,1273,14508052
1269,1272,14508055
1272,1272,14508058
1272,1275,14508061
1273,1273,14508064
1272,1281,14508067
1280,1285,14508070
1283,1279,14508073
1276,1274,14508076
1269,1270,14508079
1270,1275,14508082
1273,1272,14508085
1270,1273,14508088
1273,1272,14508091
1272,1275,14508094
1272,1274,14508097
1279,1282,14508100
1284,1283,14508103
1277,1278,14508106
1270,1270,14508109
1270,1271,14508112
1272,1274,14508115
1272,1272,14508118
1270,1273,14508121
1273,1272,14508124
1273,1276,14508127
1273,1273,14508130
1280,1287,14508133
1284,1278,14508136
1277,1274,14508139
1272,1271,14508142
1270,1270,14508145
1270,1274,14508148
1272,1271,14508151
1271,1273,14508154
1273,1272,14508157
1273,1275,14508160
1272,1281,14508163
1290,1285,14508166
1279,1277,14508169
1270,1269,14508172
1271,1274,14508175
1272,1271,14508178
1270,1273,14508181
1273,1272,14508184
1270,1273,14508187
1274,1273,14508190
1273,1275,14508193
1279,1281,14508196
1283,1284,14508199
1278,1277,14508202
1275,1271,14508205
1268,1272,14508208
1273,1272,14508211
1270,1273,14508214
1273,1272,14508217
1271,1273,14508220
1273,1272,14508223
1273,1276,14508226
1278,1286,14508229
1284,1280,14508232
1278,1272,14508235
1270,1275,14508238
1270,1272,14508241
1270,1272,14508244
1271,1274,14508247
1272,1273,14508250
1271,1273,14508253
1274,1273,14508256
1273,1282,14508259
1280,1284,14508262
1282,1279,14508265
1278,1275,14508268
1269,1271,14508271
1268,1274,14508274
1272,1271,14508277
1269,1274,14508280
1273,1273,14508283
1271,1274,14508286
1274,1272,14508289
1273,1282,14508292
1292,1285,14508295
1277,1279,14508298
1271,1269,14508301
1273,1274,14508304
1269,1272,14508307
1271,1271,14508310
1271,1274,14508313
1272,1273,14508316
1271,1273,14508319
1274,1273,14508322
1277,1283,14508325
1284,1283,14508328
1277,1279,14508331
1276,1270,14508334
1270,1271,14508337
1270,1273,14508340
1272,1271,14508343
1270,1274,14508346
1273,1273,14508349
1272,1274,14508352
1274,1272,14508355
1279,1283,14508358
1285,1280,14508361
1278,1271,14508364
1270,1272,14508367
1273,1274,14508370
1269,1272,14508373
1272,1273,14508376
1271,1274,14508379
1273,1274,14508382
1272,1274,14508385
1274,1273,14508388
1279,1291,14508391
1283,1279,14508394
1276,1275,14508397
1275,1271,14508400
1269,1272,14508403
1269,1273,14508406
1272,1271,14508409
1270,1274,14508412
1274,1273,14508415
1272,1273,14508418
1273,1279,14508421
1280,1289,14508424
1278,1279,14508427
1273,1270,14508430
1271,1270,14508433
1272,1273,14508436
1270,1273,14508439
1272,1272,14508442
1271,1274,14508445
1273,1274,14508448
1272,1274,14508451
1274,1279,14508454
1288,1286,14508457
1278,1278,14508460
1269,1275,14508463
1274,1270,14508466
1269,1271,14508469
1270,1273,14508472
1271,1271,14508475
1271,1274,14508478
1273,1273,14508481
1272,1274,14508484
1280,1279,14508487
1283,1285,14508490
1277,1276,14508493
1267,1272,14508496
1270,1274,14508499
1272,1272,14508502
1270,1274,14508505
1272,1272,14508508
1271,1274,14508511
1273,1274,14508514
1271,1273,14508517
1280,1288,14508520
1284,1281,14508523
1277,1274,14508526
1273,1273,14508529
1270,1270,14508532
1271,1273,14508535
1270,1273,14508538
1272,1272,14508541
1271,1274,14508544
1273,1273,14508547
1271,1280,14508550
1286,1284,14508553
1278,1280,14508556
1270,1269,14508559
1270,1274,14508562
1273,1271,14508565
1270,1271,14508568
1271,1274,14508571
1271,1272,14508574
1272,1274,14508577
1273,1274,14508580
1276,1281,14508583
1284,1282,14508586
1277,1280,14508589
1273,1269,14508592
1269,1272,14508595
1273,1273,14508598
1271,1272,14508601
1270,1273,14508604
1272,1272,14508607
1271,1275,14508610
1274,1274,14508613
1279,1288,14508616
1284,1278,14508619
1277,1275,14508622
1274,1271,14508625
1268,1270,14508628
1271,1272,14508631
1271,1271,14508634
1270,1273,14508637
1273,1273,14508640
1272,1275,14508643
1274,1280,14508646
1286,1285,14508649
1279,1277,14508652
1270,1274,14508655
1273,1271,14508658
1268,1271,14508661
1271,1272,14508664
1272,1273,14508667
1270,1274,14508670
1272,1273,14508673
1271,1276,14508676
1280,1291,14508679
1284,1279,14508682
1278,1269,14508685
1269,1274,14508688
1273,1272,14508691
1269,1272,14508694
1272,1272,14508697
1272,1272,14508700
1271,1275,14508703
1273,1274,14508706
1272,1280,14508709
1291,1285,14508712
1277,1278,14508715
1271,1269,14508718
1271,1275,14508721
1272,1269,14508724
1270,1272,14508727
1272,1272,14508730
1272,1274,14508733
1271,1274,14508736
1273,1273,14508739
1277,1295,14508742
1285,1278,14508745
1275,1271,14508748
1269,1271,14508751
1273,1274,14508754
1269,1271,14508757
1271,1273,14508760
1273,1272,14508763
1271,1273,14508766
1271,1275,14508769
1273,1280,14508772
1289,1286,14508775
1279,1278,14508778
1268,1269,14508781
1274,1272,14508784
1270,1272,14508787
1271,1271,14508790
1271,1273,14508793
1272,1272,14508796
1272,1274,14508799
1271,1274,14508802
1279,1289,14508805
1283,1280,14508808
1279,1271,14508811
1270,1275,14508814
1272,1269,14508817
1270,1273,14508820
1271,1271,14508823
1271,1273,14508826
1273,1273,14508829
1272,1274,14508832
1271,1281,14508835
1286,1284,14508838
1277,1280,14508841
1274,1275,14508844
1269,1269,14508847
1270,1270,14508850
1272,1274,14508853
1271,1271,14508856
1271,1273,14508859
1273,1272,14508862
1273,1272,14508865
1279,1287,14508868
1284,1278,14508871
1276,1277,14508874
1273,1269,14508877
1269,1272,14508880
1273,1271,14508883
1271,1273,14508886
1271,1273,14508889
1272,1273,14508892
1273,1273,14508895
1277,1281,14508898
1282,1284,14508901
1278,1277,14508904
1269,1271,14508907
1271,1273,14508910
1271,1272,14508913
1272,1271,14508916
1271,1275,14508919
1272,1273,14508922
1272,1275,14508925
1272,1278,14508928
1280,1288,14508931
1276,1280,14508934
1273,1268,14508937
1269,1272,14508940
1274,1273,14508943
1270,1272,14508946
1272,1272,14508949
1272,1274,14508952
1272,1272,14508955
1272,1273,14508958
1279,1295,14508961
1285,1277,14508964
1276,1270,14508967
1268,1270,14508970
1272,1274,14508973
1271,1271,14508976
1269,1272,14508979
1272,1271,14508982
1272,1275,14508985
1273,1273,14508988
1272,1281,14508991
1293,1285,14508994
1277,1278,14508997
1268,1271,14509001
1273,1273,14509004
1272,1270,14509006
1269,1272,14509009
1272,1271,14509012
1270,1274,14509015
1273,1273,14509018
1271,1274,14509021
1279,1292,14509024
1284,1280,14509027
1277,1270,14509030
1267,1274,14509033
1273,1271,14509036
1269,1270,14509039
1270,1273,14509042
1272,1271,14509045
1271,1274,14509048
1273,1274,14509051
1272,1279,14509054
1291,1283,14509057
1278,1279,14509060
1270,1269,14509063
1272,1274,14509066
1272,1270,14509069
1270,1272,14509072
1270,1273,14509075
1272,1273,14509078
1271,1274,14509081
1273,1273,14509084
1277,1290,14509087
1284,1277,14509090
1277,1273,14509093
1269,1274,14509096
1272,1271,14509099
1269,1271,14509102
1271,1272,14509105
1270,1274,14509108
1272,1272,14509111
1271,1274,14509114
1273,1280,14509117
1297,1286,14509120
1277,1277,14509123
1268,1270,14509126
1270,1272,14509129
1271,1271,14509132
1271,1270,14509135
1271,1272,14509138
1270,1273,14509141
1273,1273,14509144
1272,1285,14509147
1280,1285,14509150
1281,1278,14509153
1278,1273,14509156
1269,1272,14509159
1270,1272,14509162
1272,1272,14509165
1271,1272,14509168
1272,1272,14509171
1270,1274,14509174
1273,1273,14509177
1277,1290,14509180
1284,1280,14509183
1276,1271,14509186
1273,1273,14509189
1270,1271,14509192
1270,1271,14509195
1271,1273,14509198
1272,1272,14509201
1271,1273,14509204
1270,1274,14509207
1280,1282,14509210
1282,1284,14509213
1278,1276,14509216
1267,1272,14509219
1270,1272,14509222
1272,1273,14509225
1271,1272,14509228
1271,1274,14509231
1272,1273,14509234
1273,1274,14509237
1272,1281,14509240
1288,1284,14509243
1277,1279,14509246
1270,1274,14509249
1272,1271,14509252
1270,1270,14509255
1271,1274,14509258
1271,1271,14509261
1271,1273,14509264
1273,1273,14509267
1272,1283,14509270
1278,1285,14509273
1283,1278,14509276
1275,1275,14509279
1270,1270,14509282
1269,1273,14509285
1272,1270,14509288
1271,1274,14509291
1272,1272,14509294
1272,1273,14509297
1273,1273,14509300
1278,1281,14509303
1284,1281,14509306
1278,1272,14509309
1267,1272,14509312
1272,1274,14509315
1271,1271,14509318
1272,1271,14509321
1272,1274,14509324
1272,1272,14509327
1272,1274,14509330
1273,1279,14509333
1291,1285,14509336
1275,1279,14509339
1271,1269,14509342
1272,1274,14509345
1272,1270,14509348
1269,1272,14509351
1272,1270,14509354
1272,1275,14509357
1272,1273,14509360
1272,1274,14509363
1278,1288,14509366
1284,1279,14509369
1275,1272,14509372
1272,1274,14509375
1270,1272,14509378
1270,1272,14509381
1271,1272,14509384
1272,1272,14509387
1272,1274,14509390
1273,1273,14509393
1271,1280,14509396
1289,1284,14509399
1278,1279,14509402
1268,1275,14509405
1273,1269,14509408
1268,1272,14509411
1273,1272,14509414
1271,1273,14509417
1272,1271,14509420
1273,1275,14509423
1272,1274,14509426
1278,1289,14509429
1284,1278,14509432
1277,1274,14509435
1272,1273,14509438
1269,1270,14509441
1270,1274,14509444
1272,1272,14509447
1270,1273,14509450
1273,1272,14509453
1273,1275,14509456
1273,1281,14509459
1283,1285,14509462
1277,1277,14509465
1274,1273,14509468
1266,1271,14509471
1270,1272,14509474
1270,1272,14509477
1273,1272,14509480
1270,1273,14509483
1272,1272,14509486
1273,1274,14509489
1280,1285,14509492
1282,1279,14509495
1278,1274,14509498
1268,1270,14509501
1268,1274,14509504
1272,1271,14509507
1270,1273,14509510
