,0,1,2,3,4
0,2.3574920673221857,2.0315334254177814e-05,0.47195870727968026,1.2597540812811278e-05,2437235.6800110247
1,2.2788617337134576,1.8123614563185365e-05,0.4365122444398941,1.1416672243838616e-05,2542062.7443181816
2,2.1979815807854437,2.5464600347915585e-05,0.405531132227039,1.1699943438106307e-05,2646357.9030672708
3,2.115184982240346,9.167462761595937e-06,0.3797735164959996,9.589822821175003e-06,2751284.276013855
4,2.0302418700322526,2.2310698789648895e-05,0.35857427159837646,1.0605991933497114e-05,2856011.006219911
5,1.944234420836456,8.82166833441302e-06,0.3429715086755973,9.416410700578173e-06,2961371.4670592826
6,1.856976934115352,2.522189607496939e-05,0.3325459855332203,9.69881965435201e-06,3066341.351125493
7,1.7694578948280226,8.763356161898086e-06,0.3275570835241515,9.572625026475006e-06,3171713.1875328682
8,1.6813061888088783,2.8065884233977525e-05,0.32818271067881716,1.0081463050772673e-05,3276670.481338852
9,1.5936240068901815,8.700545753882685e-06,0.3340898108583977,1.0339651466282211e-05,3382055.827540802
10,1.5060161003133083,2.9651268842425723e-05,0.3456024686905147,1.1773207502689245e-05,3486997.281467449
11,1.4199441792258947,3.2511916001565175e-05,0.3625069650531448,1.212410818609267e-05,3592404.0987840383
12,1.3345780768040416,2.9514668976506175e-05,0.38470594197811775,1.4527824372769565e-05,3697318.1675334736
13,1.2510448943419306,3.8106866778185e-05,0.412478734504456,1.93610197851426e-05,3801631.6611201437
14,1.1703980926736426,2.9732058063218027e-05,0.44536156691948,1.7653343936835028e-05,3906422.3276642337
15,1.0913767834262456,2.961682641886386e-05,0.48301813541365896,2.086841234647497e-05,4010747.840543189
16,1.0155363516429894,9.123660676235063e-06,0.5257007003623699,9.35105816227371e-06,4115889.469270945
17,0.9423399754608431,2.6611322153248945e-05,0.5734859404360971,2.292309581508399e-05,4220838.708059849
18,0.87325400036653,9.067322267083385e-06,0.6255471394439893,9.139691939024763e-06,4326199.568289408
19,0.8081453018074043,4.830844722231099e-05,0.6819129173878764,3.936534585336892e-05,4431168.099778587
20,0.745871226756435,9.368677066989577e-06,0.7422563992767941,9.539825313436687e-06,4536543.4965086235
21,0.6885504850620459,1.7133503084249135e-05,0.8067430862297699,2.1525779995264915e-05,4641494.344104677
22,0.6363134932440666,1.0393080940901434e-05,0.874403794068992,1.0586945920130911e-05,4746888.826040445
23,0.5880632493053649,1.6309165159130464e-05,0.9450103686067851,2.4086073379171205e-05,4851819.228174168
24,0.544731398536484,1.8654279330118136e-05,1.0186268784845616,3.2515620405382724e-05,4956897.872819668
25,0.5061809420796125,1.5377780391494643e-05,1.0941321927003822,2.714503625294534e-05,5061766.547270454
26,0.4728064234528058,1.615993654909199e-05,1.172659491300086,3.660283126427169e-05,5166033.132728915
