,0,1,2,3,4
27,0.4444597058580549,1.1935465407706441e-05,1.2519182511898028,1.042933403471742e-05,5270792.607834587
28,0.42170074171147837,1.2045484136104972e-05,1.333560395143102,2.930349721805955e-05,5375331.952796162
29,0.4040869119762737,1.0314422124037061e-05,1.4158182471360286,9.748435018610709e-06,5480689.772092857
30,0.3918412627103301,1.0597050537846696e-05,1.499529689756108,3.1116000497088656e-05,5585663.91506626
31,0.38490378065956826,1.1232857098846342e-05,1.5833571933507167,1.0953335132542394e-05,5691028.929420871
32,0.3833654424001479,1.1355486158488741e-05,1.6678910872781065,3.292484266193911e-05,5795992.183324368
33,0.3868590457552418,1.0657637041315818e-05,1.7517873998750935,9.616276953840596e-06,5901371.935185507
34,0.3958126523973496,1.4111802585794935e-05,1.8358537842612208,3.40485980966887e-05,6006318.07496007
35,0.40956902869756584,1.0665208901627969e-05,1.9185409902510224,1.2797861648336602e-05,6111716.290246082
36,0.42900401929052745,1.6359325525273902e-05,2.0009740352367777,3.485622594663799e-05,6216639.277992136
37,0.45317832764505117,2.2829890874570238e-05,2.0821586530770047,4.4128613118120864e-05,6321310.9433585
38,0.482129885495364,2.0307102745925538e-05,2.161098850124485,3.319890483415918e-05,6426132.605934066
39,0.5159411395431854,2.793302429907119e-05,2.2389319992996817,4.0830129069156445e-05,6530432.955981863
40,0.5544444571897293,1.099411643892902e-05,2.3138726739346693,9.446240884941331e-06,6635394.417129062
41,0.5975526323163548,2.4827719701532526e-05,2.387600181102585,3.0043732898640746e-05,6740155.727828961
42,0.6447360507986998,1.0080787406702935e-05,2.457972741629108,8.85736070087891e-06,6845517.694923066
43,0.696659853571921,2.8665450213193482e-05,2.5264293312016823,2.7619636023689554e-05,6950486.629848409
44,0.7520883902998212,9.8667185288932e-06,2.5909371530606213,9.907809887692685e-06,7055858.865636606
45,0.8118788412185203,3.2020743770265905e-05,2.653171275577876,2.524662362830581e-05,7160816.422891306
46,0.874854418534438,1.0025836671115409e-05,2.710837188283197,9.669489382724171e-06,7266204.681972436
47,0.9418936927926418,3.471265815053409e-05,2.7658956294689245,2.2183967522612904e-05,7371143.328265704
48,1.0124129868271863,4.6083449773292584e-05,2.8167928094715364,2.6133278205882135e-05,7476551.253739517
49,1.0849955129743096,3.743060986622825e-05,2.863551121273405,1.9464964445548836e-05,7581464.757677543
50,1.1613786907085122,4.9854928701255486e-05,2.906001798534155,2.1281639889344472e-05,7685709.525754639
51,1.2389906210252242,3.234626026008628e-05,2.943748068707774,1.3530811232649316e-05,7790493.522812648
52,1.3198003219345866,3.779494879948983e-05,2.9770672391118542,1.3504733514596534e-05,7894829.7240509875
53,1.40159841847746,9.59654998919034e-06,3.005501676579415,9.809627799497996e-06,8000005.354067669
54,1.4862350310304036,3.9261496156431284e-05,3.0294403747539196,1.0857191885577292e-05,8104983.885765741
55,1.57133803284284,9.90335387401e-06,3.0478225121359226,1.0482713152045998e-05,8210346.040141218
56,1.6582466981075445,4.025960099349551e-05,3.0613190414890035,1.0170319422747985e-05,8315310.717854335
57,1.7449894289204786,9.745040459185702e-06,3.0695116323782905,1.0886235744100524e-05,8420688.111994976
58,1.8330166778972883,4.098906604494698e-05,3.0722939123200463,1.1327661460123977e-05,8525639.403204804
59,1.919968280914578,9.67634155400235e-06,3.0697209679263975,1.0191063104076189e-05,8631035.880198635
60,2.0075447364965533,4.0604157471723574e-05,3.0617033393438287,1.462477086856998e-05,8735964.056904318
61,2.094308795384335,5.311435318976195e-05,3.047955238586872,1.8594761337534915e-05,8840971.383740507
62,2.1790539584434154,3.998806283304886e-05,3.0293292733269395,1.7841766226452317e-05,8945832.285278441
63,2.263372922602508,5.089985990807747e-05,3.0049004519974845,2.525123518330224e-05,9050108.38795231
64,2.344628334834429,9.411870902876234e-06,2.976091911370734,1.0698519147566532e-05,9154902.032622106
65,2.424638387499124,3.525982766400181e-05,2.9406655843044773,2.2520981988854758e-05,9259478.246802397
66,2.5015618042422147,9.568369918591365e-06,2.901820623532394,9.420012845662598e-06,9364837.168783577
67,2.576506472323803,3.282107364006106e-05,2.8572549139793884,2.675584780817007e-05,9469810.122304965
68,2.647605792783078,9.704886201022405e-06,2.8090325010189976,9.35200374506418e-06,9575175.206862608
69,2.7158381820901596,2.9949608110785103e-05,2.7554941857327035,3.061725667247662e-05,9680137.438287335
70,2.7799247424923346,9.435439865882904e-06,2.6990577483300613,8.963551378415302e-06,9785518.449810639
71,2.840452508608339,2.6581161919546376e-05,2.637614800020038,3.3768795107935844e-05,9890463.058054203
72,2.8965265751572806,2.1835574046413452e-05,2.5732358160987725,2.7587419660001698e-05,9995866.432481626
73,2.9481809341526066,2.3225568294277344e-05,2.5050975529908173,3.7194634914815476e-05,10100787.314343508
74,2.995362007837566,2.6213083100767103e-05,2.433801898707566,5.022265887883671e-05,10205381.598944318
75,3.0372417022031573,1.9570878666034782e-05,2.36065677000175,3.96258622869238e-05,10310197.562529737
76,3.074482515962077,1.8758900367166466e-05,2.2846247347153494,4.783157129074749e-05,10414503.14151569
77,3.1062805426087303,1.1489147521632288e-05,2.207542891392254,9.288721672522895e-06,10519499.939168286
78,3.133298701282188,1.3238532279221722e-05,2.1272819171361443,3.9947993830863785e-05,10624303.107822781
79,3.155294919487824,1.021534381163247e-05,2.0470302338934134,9.877699731630908e-06,10729939.915116733
80,3.1716063667882475,1.020652557925389e-05,1.965038517192693,4.15766216769317e-05,10834742.683260668
81,3.182098195740985,9.298392953247959e-06,1.8828118126038507,9.432494106307465e-06,10940119.382771613
82,3.1877673183535817,1.0243873610295534e-05,1.7992959678841423,4.252745399345661e-05,11045071.30695218
83,3.188090989033727,9.715957826410215e-06,1.7169611357221832,9.918425534014237e-06,11150466.151079385
84,3.182872228185932,1.2807034853295249e-05,1.6336850814791397,4.272225823243871e-05,11255394.45781765
85,3.172058659075609,1.647308463694529e-05,1.5510645306299602,5.5347287046899254e-05,11360409.03116196
86,3.156361814467629,1.607621186429214e-05,1.470310080313488,4.1574124266193166e-05,11465270.128997868
87,3.135080062341143,2.219226699275118e-05,1.3898614915642922,5.363652308013146e-05,11569542.569516858
88,3.109524859072491,9.360542414202367e-06,1.3122235583193087,9.970117804788253e-06,11674334.286652634
89,3.0780176433135753,2.1680552639014086e-05,1.2347211393580488,3.73404878543689e-05,11778908.564685682
90,3.0424235005773337,1.068255737648653e-05,1.1603883807755686,9.847694078186695e-06,11884267.08012524
91,3.0013210524271017,2.6282499145238925e-05,1.087034873284757,3.546081033082653e-05,11989241.17402404
92,2.956035890877991,2.9514001881192554e-05,1.016780481928323,3.609893479280519e-05,12096018.002601877
93,2.9063044228083936,3.07814830674388e-05,0.9493453474591329,3.410161426928737e-05,12200337.786815856
94,2.8518829171858817,4.17293766019734e-05,0.8842108151136069,4.1203261428366726e-05,12304858.037113758
95,2.794288619237842,3.309022056409764e-05,0.8233213146703452,2.8728657652565506e-05,12409665.417254873
96,2.7322344043033566,3.9437861692256816e-05,0.7650962441284125,3.1042001939836426e-05,12513975.465399798
97,2.66753958866514,1.0248111291661046e-05,0.711188780685951,1.013975481921534e-05,12619012.276831897
98,2.5982929311951946,3.7416547481844326e-05,0.6604041882343133,2.3885337704124067e-05,12723854.22393999
99,2.5267854478624128,1.2475495094146657e-05,0.614409100567853,1.32449113476674e-05,12803221.888748597
